"","pmid","variable_name","variable","value","annotators","var_freq","precision"
"9328","31444142","DIABETES","ASCERTAINMENT_SOURCE",NA,10,3,0.3
"9329","31444142","BODY MASS INDEX","ASCERTAINMENT_SOURCE",NA,10,3,0.3
"9330","31444142","ANTIHYPERTENSIVE MEDICATION USE","ASCERTAINMENT_SOURCE",NA,10,2,0.2
"9331","31444142","CHILDHOOD COGNITION SCORE","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9332","31444142","SEX","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9333","31444142","APOE Ε4 CARRIER","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9334","31444142","PULSE PRESSURE","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9335","31444142","AGE","ASCERTAINMENT_SOURCE",NA,10,4,0.4
"9336","33067992","METABOLIC SYNDROME","ASCERTAINMENT_SOURCE","BIOMEDICAL TESTS AND PHYSICAL EXAMINATIONS",10,1,0.1
"9337","33067992","CERAD-NB TOTAL SCORE","ASCERTAINMENT_SOURCE","NEUROPSYCHOLOGICAL ASSESSMENTS",10,1,0.1
"9338","33067992","MSSS","ASCERTAINMENT_SOURCE","CALCULATED SCORE FROM METABOLIC MEASUREMENTS",10,1,0.1
"9339","33067992","HYPERTENSION","ASCERTAINMENT_SOURCE","SPHYGMOMANOMETER MEASUREMENTS",10,1,0.1
"9340","33067992","HIGH TRIGLYCERIDES","ASCERTAINMENT_SOURCE","BIOCHEMICAL TESTS",10,1,0.1
"9341","33067992","LOW HDL CHOLESTEROL","ASCERTAINMENT_SOURCE","BIOCHEMICAL TESTS",10,1,0.1
"9342","33067992","HIGH GLUCOSE","ASCERTAINMENT_SOURCE","BIOCHEMICAL TESTS",10,1,0.1
"9343","33067992","ABDOMINAL OBESITY","ASCERTAINMENT_SOURCE","PHYSICAL MEASUREMENTS",10,1,0.1
"9344","33067992","WORD LIST RECALL","ASCERTAINMENT_SOURCE","NEUROPSYCHOLOGICAL ASSESSMENTS",10,1,0.1
"9345","33767305",NA,"ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9346","36389342","PACE DOMAIN","ASCERTAINMENT_SOURCE","CLINICAL ASSESSMENTS",10,1,0.1
"9347","36389342","RHYTHM DOMAIN","ASCERTAINMENT_SOURCE","CLINICAL ASSESSMENTS",10,1,0.1
"9348","36389342","GMV PATTERN ASSOCIATED WITH PACE","ASCERTAINMENT_SOURCE","NEUROIMAGING",10,1,0.1
"9349","36389342","GMV PATTERN ASSOCIATED WITH RHYTHM","ASCERTAINMENT_SOURCE","NEUROIMAGING",10,1,0.1
"9350","36389342","VASCULAR DISEASE","ASCERTAINMENT_SOURCE","MEDICAL RECORDS",10,5,0.5
"9351","30368247","BLOOD PRESSURE","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9352","30368247","GLUCOSE","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9353","30368247","CHOLESTEROL","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9354","30368247","BODY MASS INDEX","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9355","30368247","DEMENTIA","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9356","30368247","HYPERTENSION","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9357","30368247","DIABETES MELLITUS","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9358","30368247","ALCOHOLISM","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9359","30368247","OBESITY","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9360","30368247","ETHNICITY","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9361","33655975","BODY MASS INDEX","ASCERTAINMENT_SOURCE","MEASURED BY DUAL-ENERGY X-RAY ABSORPTIOMETRY",10,1,0.1
"9362","33655975","TOTAL FAT MASS","ASCERTAINMENT_SOURCE","DUAL-ENERGY X-RAY ABSORPTIOMETRY",10,2,0.2
"9363","33655975","TRUNK FAT MASS","ASCERTAINMENT_SOURCE","DUAL-ENERGY X-RAY ABSORPTIOMETRY",10,2,0.2
"9364","33655975","FAT-FREE MASS","ASCERTAINMENT_SOURCE","DUAL-ENERGY X-RAY ABSORPTIOMETRY",10,2,0.2
"9365","33655975","FAT-FREE MASS INDEX","ASCERTAINMENT_SOURCE","DUAL-ENERGY X-RAY ABSORPTIOMETRY",10,2,0.2
"9366","37830725","AGE","ASCERTAINMENT_SOURCE","RECORDED DURING PATIENT INTERVIEWS",10,1,0.1
"9367","37830725","GENDER","ASCERTAINMENT_SOURCE","SELF-REPORTED",10,2,0.2
"9368","37830725","ETHNICITY","ASCERTAINMENT_SOURCE","SELF-REPORTED",10,1,0.1
"9369","37830725","OBESITY","ASCERTAINMENT_SOURCE","MEDICAL RECORDS",10,2,0.2
"9370","37830725","HYPERTENSION","ASCERTAINMENT_SOURCE","MEDICAL RECORDS",10,3,0.3
"9371","37830725","DIABETES MELLITUS","ASCERTAINMENT_SOURCE","ELECTRONIC HEALTH RECORDS",10,2,0.2
"9372","37830725","VITAMIN D LEVELS","ASCERTAINMENT_SOURCE","LABORATORY TESTS",10,1,0.1
"9373","37830725","ALCOHOL USE DISORDER","ASCERTAINMENT_SOURCE","SELF-REPORTED",10,1,0.1
"9374","37830725","RISK OF HEART FAILURE","ASCERTAINMENT_SOURCE","CLINICAL ASSESSMENTS",10,1,0.1
"9375","37698858","ANTIHYPERTENSIVE USE","ASCERTAINMENT_SOURCE","SELF-REPORT OR PHARMACY RECORDS",10,1,0.1
"9376","37698858","BASELINE SYSTOLIC BLOOD PRESSURE","ASCERTAINMENT_SOURCE","CLINICAL MEASUREMENTS",10,2,0.2
"9377","37698858","BASELINE DIASTOLIC BLOOD PRESSURE","ASCERTAINMENT_SOURCE","CLINICAL MEASUREMENTS",10,2,0.2
"9378","37698858","ALL-CAUSE DEMENTIA","ASCERTAINMENT_SOURCE","CLINICAL DIAGNOSES",10,1,0.1
"9379","38229871","DEMENTIA","ASCERTAINMENT_SOURCE","CLINICAL ASSESSMENTS",10,3,0.3
"9380","38229871","KIDNEY DISEASE","ASCERTAINMENT_SOURCE","LABORATORY TESTS",10,4,0.4
"9381","38229871","ARTERIAL HYPERTENSION","ASCERTAINMENT_SOURCE","BLOOD PRESSURE MEASUREMENTS",10,3,0.3
"9382","38229871","DIABETES","ASCERTAINMENT_SOURCE","GLUCOSE TESTING AND MEDICAL RECORDS",10,1,0.1
"9383","38229871","ISCHEMIC HEART DISEASE","ASCERTAINMENT_SOURCE","CARDIAC IMAGING AND MEDICAL RECORDS",10,2,0.2
"9384","38229871","CEREBROVASCULAR DISEASE","ASCERTAINMENT_SOURCE","NEUROLOGICAL EVALUATIONS",10,1,0.1
"9385","38229871","PERIPHERAL VASCULAR DISEASE","ASCERTAINMENT_SOURCE","CLINICAL ASSESSMENTS",10,1,0.1
"9386","38229871","LEUKEMIA","ASCERTAINMENT_SOURCE","HEMATOLOGY REPORTS",10,3,0.3
"9387","31617930","BODY MASS INDEX","ASCERTAINMENT_SOURCE",NA,10,7,0.7
"9388","31617930","CARDIOVASCULAR DISEASE","ASCERTAINMENT_SOURCE",NA,10,2,0.2
"9389","31617930","HYPERCHOLESTEROLEMIA","ASCERTAINMENT_SOURCE",NA,10,7,0.7
"9390","31617930","DIABETES","ASCERTAINMENT_SOURCE",NA,10,7,0.7
"9391","31617930","DEPRESSION","ASCERTAINMENT_SOURCE",NA,10,3,0.3
"9392","31617930","TRAUMATIC BRAIN INJURY","ASCERTAINMENT_SOURCE",NA,10,7,0.7
"9393","31617930","TOBACCO USE","ASCERTAINMENT_SOURCE",NA,10,7,0.7
"9394","31617930","ALCOHOL USE","ASCERTAINMENT_SOURCE",NA,10,3,0.3
"9395","31617930","ALZHEIMER DISEASE AGE AT SYMPTOMATIC ONSET","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9396","31617930","APOE Ε4 ALLELE STATUS","ASCERTAINMENT_SOURCE",NA,10,5,0.5
"9397","31617930","EARLY-ONSET DEMENTIA","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9398","31617930","AD POLYGENIC RISK SCORES","ASCERTAINMENT_SOURCE",NA,10,5,0.5
"9399","29574441","BODY MASS INDEX","ASCERTAINMENT_SOURCE","MEASURED BY HEALTHCARE PROFESSIONALS USING STANDARDIZED PROTOCOLS",10,1,0.1
"9400","29574441","APOEE4 STATUS","ASCERTAINMENT_SOURCE","GENETIC TESTING",10,1,0.1
"9401","29574441","HYPERTENSION","ASCERTAINMENT_SOURCE","MEDICAL RECORDS",10,2,0.2
"9402","29574441","DIET","ASCERTAINMENT_SOURCE","SELF-REPORTED",10,2,0.2
"9403","29574441","PHYSICAL ACTIVITY","ASCERTAINMENT_SOURCE","SELF-REPORTED",10,1,0.1
"9404","29574441","INTELLECTUAL ENRICHMENT","ASCERTAINMENT_SOURCE","SELF-REPORTED",10,1,0.1
"9405","29574441","INSULIN SENSITIVITY","ASCERTAINMENT_SOURCE","LABORATORY TESTS",10,4,0.4
"9406","29574441","MRI-BASED BRAIN ATROPHY","ASCERTAINMENT_SOURCE","MRI SCANS",10,1,0.1
"9407","29574441","MEMORY","ASCERTAINMENT_SOURCE","NEUROPSYCHOLOGICAL TESTS",10,2,0.2
"9408","29574441","EXECUTIVE FUNCTION","ASCERTAINMENT_SOURCE","NEUROPSYCHOLOGICAL TESTS",10,1,0.1
"9409","37203319","GENDER","ASCERTAINMENT_SOURCE","SELF-REPORTED",10,1,0.1
"9410","37203319","CHRONIC RENAL FAILURE","ASCERTAINMENT_SOURCE","MEDICAL RECORDS",10,8,0.8
"9411","37203319","DEMENTIA","ASCERTAINMENT_SOURCE","MEDICAL ASSESSMENT",10,1,0.1
"9412","37203319","CHRONIC OBSTRUCTIVE PULMONARY DISEASE","ASCERTAINMENT_SOURCE","MEDICAL RECORDS",10,5,0.5
"9413","37203319","HEART FAILURE","ASCERTAINMENT_SOURCE","MEDICAL RECORDS",10,3,0.3
"9414","37203319","PRIOR STROKE","ASCERTAINMENT_SOURCE","MEDICAL RECORDS AND PATIENT HISTORY",10,1,0.1
"9415","37203319","CHARLSON INDEX","ASCERTAINMENT_SOURCE","MEDICAL RECORDS AND CLINICAL ASSESSMENT",10,1,0.1
"9416","37203319","GLUCOCORTICOID TREATMENT","ASCERTAINMENT_SOURCE","TREATMENT RECORDS AND PRESCRIPTION DATA",10,1,0.1
"9417","37203319","COVID-19 EPIDEMIOLOGICAL WAVES","ASCERTAINMENT_SOURCE","PATIENT ADMISSION RECORDS AND TEMPORAL ANALYSIS",10,1,0.1
"9418","30180830","FEV1","ASCERTAINMENT_SOURCE","CLINICAL TESTS",10,1,0.1
"9419","30180830","GRIP STRENGTH","ASCERTAINMENT_SOURCE","CLINICAL TESTS",10,1,0.1
"9420","30180830","6M WALK TIME","ASCERTAINMENT_SOURCE","CLINICAL TESTS",10,1,0.1
"9421","30180830","HEIGHT","ASCERTAINMENT_SOURCE","MEASURED BY HEALTHCARE PROFESSIONALS",10,1,0.1
"9422","30180830","AGE","ASCERTAINMENT_SOURCE","SELF-REPORTED OR ADMINISTRATIVE RECORDS",10,2,0.2
"9423","30180830","APOE Ɛ4 CARRIER STATUS","ASCERTAINMENT_SOURCE","GENOMIC DNA ANALYSIS",10,1,0.1
"9424","30180830","HISTORY OF CARDIOVASCULAR OR CEREBROVASCULAR DISEASE","ASCERTAINMENT_SOURCE","SELF-REPORTING",10,1,0.1
"9425","30180830","HISTORY OF HYPERTENSION","ASCERTAINMENT_SOURCE","SELF-REPORTING",10,1,0.1
"9426","30180830","HISTORY OF DIABETES","ASCERTAINMENT_SOURCE","SELF-REPORTING",10,1,0.1
"9427","36699985","RISK OF HEART FAILURE","ASCERTAINMENT_SOURCE","CLINICAL ASSESSMENTS",10,4,0.4
"9428","34176293","BLOOD PRESSURE VARIABILITY","ASCERTAINMENT_SOURCE","BLOOD PRESSURE MEASUREMENTS",10,2,0.2
"9429","34176293","INCIDENT DEMENTIA","ASCERTAINMENT_SOURCE","COGNITIVE ASSESSMENTS",10,2,0.2
"9430","34176293","COGNITIVE DECLINE","ASCERTAINMENT_SOURCE","COGNITIVE ASSESSMENTS",10,3,0.3
"9431","34176293","SEX","ASCERTAINMENT_SOURCE","PARTICIPANT SELF-REPORT",10,1,0.1
"9432","34176293","ANTIHYPERTENSIVE DRUGS","ASCERTAINMENT_SOURCE","MEDICATION RECORDS",10,1,0.1
"9433","34176293","COGNITIVE ASSESSMENTS","ASCERTAINMENT_SOURCE","COGNITIVE TESTS",10,1,0.1
"9434","34176293","SD OF SYSTOLIC BPV","ASCERTAINMENT_SOURCE","CALCULATED FROM BLOOD PRESSURE DATA",10,1,0.1
"9435","37711969","BLOOD PRESSURE VARIABILITY","ASCERTAINMENT_SOURCE","AMBULATORY AND HOME-BASED BLOOD PRESSURE MONITORS",10,2,0.2
"9436","37711969","ARTERIAL STIFFNESS","ASCERTAINMENT_SOURCE","PULSE WAVE ANALYSIS AND VELOCITY MEASUREMENTS",10,2,0.2
"9437","35897033","DIABETES MELLITUS","ASCERTAINMENT_SOURCE","ELECTRONIC HEALTH RECORDS",10,5,0.5
"9438","35897033","COGNITIVE PERFORMANCE","ASCERTAINMENT_SOURCE","CLINICAL ASSESSMENTS",10,1,0.1
"9439","35897033","DEPRESSION SYMPTOMS","ASCERTAINMENT_SOURCE","PATIENT HEALTH QUESTIONAIRE-9",10,1,0.1
"9440","35897033","ARTERIAL HYPERTENSION","ASCERTAINMENT_SOURCE","MEDICAL RECORDS",10,3,0.3
"9441","35897033","EDUCATION LEVEL","ASCERTAINMENT_SOURCE","SELF-REPORTED",10,1,0.1
"9442","35533660","SCD-RELATED WORRY","ASCERTAINMENT_SOURCE","INTERVIEW OR QUESTIONNAIRE",10,1,0.1
"9443","35533660","PHYSICAL ACTIVITY","ASCERTAINMENT_SOURCE","SELF-REPORT",10,1,0.1
"9444","35533660","HYPERTENSION","ASCERTAINMENT_SOURCE","MEDICAL RECORDS",10,3,0.3
"9445","35533660","VISION PROBLEMS","ASCERTAINMENT_SOURCE","EYE EXAMS OR SELF-REPORT",10,1,0.1
"9446","35533660","DEPRESSION","ASCERTAINMENT_SOURCE","QUESTIONNAIRES OR CLINICAL ASSESSMENTS",10,2,0.2
"9447","35533660","PERCEIVED SOCIAL STATUS","ASCERTAINMENT_SOURCE","SELF-REPORT OR STRUCTURED INTERVIEWS",10,1,0.1
"9448","35533660","PERSONALITY TRAITS","ASCERTAINMENT_SOURCE","PSYCHOLOGICAL ASSESSMENTS OR SELF-REPORT INVENTORIES",10,1,0.1
"9449","35533660","AGE","ASCERTAINMENT_SOURCE","SELF-REPORTED OR ADMINISTRATIVE RECORDS",10,6,0.6
"9450","35533660","GENDER","ASCERTAINMENT_SOURCE","SELF-REPORTED",10,6,0.6
"9451","34872609","HYPERCHOLESTEROLEMIA","ASCERTAINMENT_SOURCE","LABORATORY TESTS",10,8,0.8
"9452","38443972","DIABETES","ASCERTAINMENT_SOURCE","ELECTRONIC HEALTH RECORDS",10,5,0.5
"9453","38443972","HYPERLIPIDEMIA","ASCERTAINMENT_SOURCE","LABORATORY TESTS",10,3,0.3
"9454","38443972","HYPERCHOLESTEROLEMIA","ASCERTAINMENT_SOURCE","LABORATORY TESTS",10,2,0.2
"9455","38443972","MARITAL STATUS","ASCERTAINMENT_SOURCE","SELF-REPORTED",10,6,0.6
"9456","38443972","SMOKING","ASCERTAINMENT_SOURCE","SELF-REPORTED",10,7,0.7
"9457","38443972","INCOME","ASCERTAINMENT_SOURCE","SELF-REPORTED",10,5,0.5
"9458","38443972","PHYSICAL ACTIVITY","ASCERTAINMENT_SOURCE","SELF-REPORTED",10,5,0.5
"9459","38443972","DEMENTIA","ASCERTAINMENT_SOURCE","CLINICAL ASSESSMENTS",10,4,0.4
"9460","38443972","DEPRESSED MOOD","ASCERTAINMENT_SOURCE","SELF-REPORTED OR CLINICAL ASSESSMENTS",10,3,0.3
"9461","37079031","COGNITIVE DECLINE","ASCERTAINMENT_SOURCE","NEUROPSYCHOLOGICAL ASSESSMENTS",10,2,0.2
"9462","37079031","INNER RETINAL LAYER THICKNESS","ASCERTAINMENT_SOURCE","OCT",10,1,0.1
"9463","37079031","MACULAR THICKNESS","ASCERTAINMENT_SOURCE","OCT",10,1,0.1
"9464","37079031","PERIPAPILLARY RETINAL NERVE FIBER LAYER THICKNESS","ASCERTAINMENT_SOURCE","OCT",10,1,0.1
"9465","37079031","DISEASE DURATION","ASCERTAINMENT_SOURCE","PATIENT MEDICAL RECORDS",10,4,0.4
"9466","37079031","GLOBAL COGNITION","ASCERTAINMENT_SOURCE","NEUROPSYCHOLOGICAL ASSESSMENTS",10,3,0.3
"9467","37079031","MOCA SCORES","ASCERTAINMENT_SOURCE","NEUROPSYCHOLOGICAL ASSESSMENTS",10,1,0.1
"9468","37079031","UNIFIED HUNTINGTON'S DISEASE RATING SCALE SCORE","ASCERTAINMENT_SOURCE","CLINICAL ASSESSMENTS",10,3,0.3
"9469","37079031","DISEASE BURDEN","ASCERTAINMENT_SOURCE","CLINICAL ASSESSMENTS AND MEDICAL RECORDS",10,1,0.1
"9470","36265125","DEMENTIA","ASCERTAINMENT_SOURCE","MEDICAL RECORDS AND NEUROPSYCHOLOGICAL EVALUATIONS",10,1,0.1
"9471","36265125","GASTROINTESTINAL DISEASE","ASCERTAINMENT_SOURCE","CLINICAL EVALUATIONS AND GASTROINTESTINAL TESTS",10,1,0.1
"9472","36265125","STROKE","ASCERTAINMENT_SOURCE","HOSPITAL RECORDS AND IMAGING STUDIES",10,1,0.1
"9473","36265125","HEPATOBIILIARY DISEASE","ASCERTAINMENT_SOURCE","MEDICAL RECORDS AND IMAGING STUDIES",10,1,0.1
"9474","36265125","DIABETES MELLITUS","ASCERTAINMENT_SOURCE","MEDICAL RECORDS AND LABORATORY TEST RESULTS",10,1,0.1
"9475","36265125","CARDIOVASCULAR DISEASE","ASCERTAINMENT_SOURCE","CARDIAC EVALUATIONS, MEDICAL RECORDS, AND HOSPITALIZATIONS",10,1,0.1
"9476","36265125","HYPERLIPIDEMIA","ASCERTAINMENT_SOURCE","LABORATORY TESTS AND LIPID PROFILE RESULTS",10,1,0.1
"9477","36265125","AUTOIMMUNE DISEASE","ASCERTAINMENT_SOURCE","RHEUMATOLOGIC EVALUATIONS AND ANTIBODY TESTING",10,1,0.1
"9478","36265125","CANCER","ASCERTAINMENT_SOURCE","PATHOLOGY REPORTS, ONCOLOGY CONSULTATIONS, AND IMAGING STUDIES",10,1,0.1
"9479","36265125","KIDNEY DISEASE","ASCERTAINMENT_SOURCE","NEPHROLOGY EVALUATIONS AND RENAL FUNCTION TESTS",10,1,0.1
"9480","36265125","HYPERTENSION","ASCERTAINMENT_SOURCE","OFFICE VISITS, HOME BLOOD PRESSURE MONITORING, AND MEDICAL RECORDS",10,1,0.1
"9481","36265125","PSYCHOTIC DISORDERS","ASCERTAINMENT_SOURCE","PSYCHIATRIC ASSESSMENTS AND MEDICAL RECORDS",10,1,0.1
"9482","37448423","ALCOHOLISM","ASCERTAINMENT_SOURCE","SELF-REPORTED",10,2,0.2
"9483","37448423","RISK OF HEART FAILURE","ASCERTAINMENT_SOURCE","CLINICAL ASSESSMENTS",10,6,0.6
"9484","33126696","DIABETES MELLITUS","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9485","33126696","DEPRESSION","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9486","33126696","DYSLIPIDEMIA","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9487","33126696","HYPERTENSION","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9488","36092174","WEIGHT","ASCERTAINMENT_SOURCE","MEASURED BY WEIGHING SCALE",10,1,0.1
"9489","36092174","HEIGHT","ASCERTAINMENT_SOURCE","MEASURED BY STADIOMETER",10,1,0.1
"9490","36092174","BODY MASS INDEX","ASCERTAINMENT_SOURCE","DERIVED FROM WEIGHT AND HEIGHT MEASUREMENTS",10,1,0.1
"9491","36092174","COMORBIDITIES","ASCERTAINMENT_SOURCE","MEDICAL HISTORY OR DIAGNOSIS RECORDS",10,1,0.1
"9492","36092174","NUTRITIONAL STATUS","ASCERTAINMENT_SOURCE","CLINICAL ASSESSMENTS",10,2,0.2
"9493","36092174","FRACTURE CIRCUMSTANCES","ASCERTAINMENT_SOURCE","MEDICAL RECORDS OR INCIDENT REPORTS",10,1,0.1
"9494","36092174","MINI NUTRITIONAL ASSESSMENT","ASCERTAINMENT_SOURCE","CLINICAL ASSESSMENTS",10,3,0.3
"9495","33798213","BP VARIABILITY","ASCERTAINMENT_SOURCE","ELECTRONIC MEDICAL RECORDS",10,1,0.1
"9496","33798213","HYPERTENSIVE STATUS","ASCERTAINMENT_SOURCE","MEDICAL RECORDS",10,1,0.1
"9497","33798213","AGE","ASCERTAINMENT_SOURCE","MEDICAL RECORDS",10,1,0.1
"9498","33798213","COMORBIDITIES","ASCERTAINMENT_SOURCE","MEDICAL RECORDS",10,1,0.1
"9499","33798213","ANTIHYPERTENSIVE THERAPY","ASCERTAINMENT_SOURCE","PRESCRIPTION RECORDS",10,1,0.1
"9500","33798213","GENDER","ASCERTAINMENT_SOURCE","MEDICAL RECORDS",10,1,0.1
"9501","31444142","VITAMIN D DEFICIENCY","ASCERTAINMENT_SOURCE",NA,10,2,0.2
"9502","31444142","GENDER","ASCERTAINMENT_SOURCE",NA,10,3,0.3
"9503","31444142","EDUCATION","ASCERTAINMENT_SOURCE",NA,10,2,0.2
"9504","31444142","HYPERTENSION","ASCERTAINMENT_SOURCE",NA,10,2,0.2
"9505","31444142","DIABETES MELLITUS","ASCERTAINMENT_SOURCE",NA,10,2,0.2
"9506","31444142","ALCOHOLISM","ASCERTAINMENT_SOURCE",NA,10,2,0.2
"9507","31444142","OBESITY","ASCERTAINMENT_SOURCE",NA,10,2,0.2
"9508","31444142","ETHNICITY","ASCERTAINMENT_SOURCE",NA,10,2,0.2
"9509","31444142","RISK OF HEART FAILURE","ASCERTAINMENT_SOURCE",NA,10,2,0.2
"9510","33067992","HIGH WAIST CIRCUMFERENCE","ASCERTAINMENT_SOURCE",NA,10,4,0.4
"9511","33067992","HIGH GLUCOSE","ASCERTAINMENT_SOURCE",NA,10,4,0.4
"9512","33067992","LOW HDL CHOLESTEROL","ASCERTAINMENT_SOURCE",NA,10,4,0.4
"9513","33067992","HIGH TRIGLYCERIDES","ASCERTAINMENT_SOURCE",NA,10,4,0.4
"9514","33067992","SYSTOLIC BLOOD PRESSURE","ASCERTAINMENT_SOURCE",NA,10,2,0.2
"9515","33067992","DIASTOLIC BLOOD PRESSURE","ASCERTAINMENT_SOURCE",NA,10,2,0.2
"9516","33067992","GLUCOSE","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9517","33067992","HDL CHOLESTEROL","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9518","33067992","TRIGLYCERIDES","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9519","33067992","VERBAL FLUENCY","ASCERTAINMENT_SOURCE",NA,10,2,0.2
"9520","33067992","CONSTRUCTIONAL PRACTICE","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9521","33067992","WORD LIST LEARNING","ASCERTAINMENT_SOURCE",NA,10,2,0.2
"9522","33067992","WORD LIST RECALL","ASCERTAINMENT_SOURCE",NA,10,2,0.2
"9523","33067992","WORD LIST RECOGNITION DISCRIMINABILITY","ASCERTAINMENT_SOURCE",NA,10,2,0.2
"9524","33067992","MSSS FOR NON-HISPANIC WHITE MEN","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9525","33067992","MSSS FOR NON-HISPANIC WHITE WOMEN","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9526","33067992","SMOKERS","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9527","33067992","ALCOHOL DRINKERS","ASCERTAINMENT_SOURCE",NA,10,1,0.1
"9528","33767305","MT SKEW","ASCERTAINMENT_SOURCE","LSFG MEASUREMENTS",10,1,0.1
"9529","33767305","MV SKEW","ASCERTAINMENT_SOURCE","LSFG MEASUREMENTS",10,1,0.1
"9530","33767305","HR","ASCERTAINMENT_SOURCE","PARTICIPANT MONITORING",10,1,0.1
"9531","33767305","DBP","ASCERTAINMENT_SOURCE","BP MEASUREMENT DEVICE",10,1,0.1
"9532","33767305","AGE","ASCERTAINMENT_SOURCE","PARTICIPANT RECORDS",10,1,0.1
"9533","36389342","PACE DOMAIN OF GAIT","ASCERTAINMENT_SOURCE","CLINICAL ASSESSMENTS",10,1,0.1
"9534","36389342","RHYTHM DOMAIN OF GAIT","ASCERTAINMENT_SOURCE","CLINICAL ASSESSMENTS",10,1,0.1
"9535","36389342","GRAY MATTER VOLUME ASSOCIATED WITH PACE","ASCERTAINMENT_SOURCE","NEUROIMAGING",10,1,0.1
"9536","36389342","GRAY MATTER VOLUME ASSOCIATED WITH RHYTHM","ASCERTAINMENT_SOURCE","NEUROIMAGING",10,1,0.1
"9537","30368247","BMI","ASCERTAINMENT_SOURCE","HEALTH CHECK-UP DB",10,1,0.1
"9538","30368247","SYSTOLIC BLOOD PRESSURE","ASCERTAINMENT_SOURCE","HEALTH CHECK-UP DB",10,1,0.1
"9539","30368247","GLUCOSE LEVELS","ASCERTAINMENT_SOURCE","HEALTH CHECK-UP DB",10,1,0.1
"9540","30368247","TOTAL CHOLESTEROL","ASCERTAINMENT_SOURCE","NHIS HEALTH EXAMINATIONS",10,1,0.1
"9541","30368247","DEMENTIA","ASCERTAINMENT_SOURCE","CLAIM DB AND PRESCRIPTION STATEMENTS",10,1,0.1
"9542","33655975","COGNITIVE FUNCTION","ASCERTAINMENT_SOURCE","NEUROPSYCHOLOGICAL ASSESSMENTS",10,2,0.2
"9543","33655975","BODY MASS INDEX","ASCERTAINMENT_SOURCE","DIRECT MEASUREMENTS",10,1,0.1
"9544","37830725","CENTRAL FAT ACCUMULATION","ASCERTAINMENT_SOURCE","ANTHROPOMETRIC MEASUREMENTS",10,1,0.1
"9545","37830725","HYPERGLYCEMIA","ASCERTAINMENT_SOURCE","LABORATORY TESTS",10,3,0.3
"9546","37830725","DYSLIPIDEMIA","ASCERTAINMENT_SOURCE","LABORATORY ASSESSMENTS",10,1,0.1
"9547","37830725","HYPERTENSION","ASCERTAINMENT_SOURCE","BLOOD PRESSURE MEASUREMENTS",10,4,0.4
"9548","37830725","QOL","ASCERTAINMENT_SOURCE","QUESTIONNAIRES OR SELF-REPORTS",10,1,0.1
"9549","37698858","BP","ASCERTAINMENT_SOURCE","CLINICAL ASSESSMENTS",10,1,0.1
"9550","37698858","AGE","ASCERTAINMENT_SOURCE","SELF-REPORTED OR ADMINISTRATIVE RECORDS",10,3,0.3
"9551","38229871","CANCER","ASCERTAINMENT_SOURCE","PATHOLOGY REPORTS AND ONCOLOGY RECORDS",10,1,0.1
"9552","38229871","ARTERIAL HYPERTENSION","ASCERTAINMENT_SOURCE","BLOOD PRESSURE MEASUREMENTS AND MEDICAL RECORDS",10,2,0.2
"9553","38229871","DIABETES","ASCERTAINMENT_SOURCE","LABORATORY TESTS AND ELECTRONIC HEALTH RECORDS",10,1,0.1
"9554","38229871","CEREBROVASCULAR DISEASE","ASCERTAINMENT_SOURCE","NEUROIMAGING AND MEDICAL RECORDS",10,1,0.1
"9555","38229871","PERIPHERAL VASCULAR DISEASE","ASCERTAINMENT_SOURCE","VASCULAR TESTING AND MEDICAL RECORDS",10,1,0.1
"9556","38229871","LEUKEMIA","ASCERTAINMENT_SOURCE","HEMATOLOGY REPORTS AND MEDICAL RECORDS",10,2,0.2
"9557","38229871","DYSLIPIDEMIA","ASCERTAINMENT_SOURCE","LABORATORY TESTS",10,2,0.2
