"","pmid","annotator_id","characteristic","class","explanation","categories","counts","percentages"
"3762","37448423","BMB6100","Gender","Demographic","The distribution of male and female participants.","Male","52","52%"
"3763","37448423","BMB6100","Gender","Demographic","The distribution of male and female participants.","Female","48","48%"
"3764","37448423","BMB6100","Race","Demographic","The distribution of participants by race.","White","40","40%"
"3765","37448423","BMB6100","Race","Demographic","The distribution of participants by race.","Black","42","42%"
"3766","37448423","BMB6100","Race","Demographic","The distribution of participants by race.","Hispanic","11","11%"
"3767","37448423","BMB6100","Primary Payer","Other","The distribution of participants by primary payer.","Medicare","47","47%"
"3768","37448423","BMB6100","Primary Payer","Other","The distribution of participants by primary payer.","Medicaid","21","21%"
"3769","37448423","BMB6100","Primary Payer","Other","The distribution of participants by primary payer.","Private Insurance","20","20%"
"3770","37448423","BMB6100","Primary Payer","Other","The distribution of participants by primary payer.","No Insurance","10","10%"
"3771","37448423","BMB6100","Prevalence of COPD","Health-Related","The prevalence of chronic obstructive pulmonary disease among participants.","Females","21","21%"
"3772","37448423","BMB6100","Prevalence of COPD","Health-Related","The prevalence of chronic obstructive pulmonary disease among participants.","Males","15","15%"
"3773","37448423","BMB6100","Prevalence of Connective Tissue Disease","Health-Related","The prevalence of connective tissue disease among participants.","Females","4.6","4.6%"
"3774","37448423","BMB6100","Prevalence of Connective Tissue Disease","Health-Related","The prevalence of connective tissue disease among participants.","Males","0.98","0.98%"
"3775","37448423","BMB6100","Prevalence of Dementia","Health-Related","The prevalence of dementia among participants.","Females","6","6%"
"3776","37448423","BMB6100","Prevalence of Dementia","Health-Related","The prevalence of dementia among participants.","Males","3","3%"
"3777","37448423","BMB6100","Prevalence of Chronic Kidney Disease","Health-Related","The prevalence of chronic kidney disease among participants.","Males","51","51%"
"3778","37448423","BMB6100","Prevalence of Chronic Kidney Disease","Health-Related","The prevalence of chronic kidney disease among participants.","Females","42","42%"
"3779","35102219","DGR5960","Age","Demographic","Age distribution of the study participants.","Older Adults","16","100%"
"3780","35102219","DGR5960","Age","Demographic","Age distribution of the study participants.","Older Adults","591","100%"
"3781","35102219","DGR5960","Region","Geographic","Geographic distribution of the study participants.","Territory-wide","16","100%"
"3782","35102219","DGR5960","Region","Geographic","Geographic distribution of the study participants.","Territory-wide","591","100%"
"3783","35102219","DGR5960","Prevalence of Diabetes","Health-Related","Prevalence of diabetes among the study participants.","With Diabetes",NA,NA
"3784","35102219","DGR5960","Prevalence of Diabetes","Health-Related","Prevalence of diabetes among the study participants.","Without Diabetes",NA,NA
"3785","35102219","DGR5960","Prevalence of Hypertension","Health-Related","Prevalence of hypertension among the study participants.","With Hypertension",NA,NA
"3786","35102219","DGR5960","Prevalence of Hypertension","Health-Related","Prevalence of hypertension among the study participants.","Without Hypertension",NA,NA
"3787","33839636","JHL6989","Age","Demographic","Age distribution of patients with acute confusional syndrome in the emergency department","Under 55",NA,NA
"3788","33839636","JHL6989","Age","Demographic","Age distribution of patients with acute confusional syndrome in the emergency department","55-64",NA,NA
"3789","33839636","JHL6989","Age","Demographic","Age distribution of patients with acute confusional syndrome in the emergency department","65-74",NA,NA
"3790","33839636","JHL6989","Age","Demographic","Age distribution of patients with acute confusional syndrome in the emergency department","75+",NA,NA
"3791","33839636","JHL6989","Gender","Demographic","Gender distribution of patients with acute confusional syndrome in the emergency department","Male","33.6%",NA
"3792","33839636","JHL6989","Gender","Demographic","Gender distribution of patients with acute confusional syndrome in the emergency department","Female","66.4%",NA
"3793","33839636","JHL6989","Institutionalization Status","Demographic","Status of institutionalization among patients with acute confusional syndrome","Institutionalized","43.4%",NA
"3794","33839636","JHL6989","Institutionalization Status","Demographic","Status of institutionalization among patients with acute confusional syndrome","Non-Institutionalized","56.6%",NA
"3795","33839636","JHL6989","Main Medical Antecedents","Health-Related","Frequency of main medical antecedents in patients with acute confusional syndrome","Neurological Pathology","NA",NA
"3796","33839636","JHL6989","Main Medical Antecedents","Health-Related","Frequency of main medical antecedents in patients with acute confusional syndrome","Hypertension","90.3%",NA
"3797","33839636","JHL6989","Main Medical Antecedents","Health-Related","Frequency of main medical antecedents in patients with acute confusional syndrome","Rheumatologic Diseases","75.2%",NA
"3798","33839636","JHL6989","Reasons for Consultation","Health-Related","Primary reasons for consultation among patients with acute confusional syndrome","Deterioration in General Condition","31.9%",NA
"3799","33839636","JHL6989","Reasons for Consultation","Health-Related","Primary reasons for consultation among patients with acute confusional syndrome","Dyspnea","17.7%",NA
"3800","33839636","JHL6989","Reasons for Consultation","Health-Related","Primary reasons for consultation among patients with acute confusional syndrome","Decreased Level of Consciousness","14.2%",NA
"3801","33839636","JHL6989","Reasons for Consultation","Health-Related","Primary reasons for consultation among patients with acute confusional syndrome","Fever","12.4%",NA
"3802","33839636","JHL6989","Prevalence of Polypharmacy","Health-Related","Prevalence of polypharmacy among patients with acute confusional syndrome","Polypharmacy (3 or more drugs)","89.4%",NA
"3803","33839636","JHL6989","Prevalence of Polypharmacy","Health-Related","Prevalence of polypharmacy among patients with acute confusional syndrome","Polypharmacy (5 or more drugs)","55.8%",NA
"3804","33839636","JHL6989","Main Diagnoses","Health-Related","Main diagnoses in patients with acute confusional syndrome","Urinary Tract Infection","33.6%",NA
"3805","33839636","JHL6989","Main Diagnoses","Health-Related","Main diagnoses in patients with acute confusional syndrome","Lower Respiratory Infection","32.6%",NA
"3806","33839636","JHL6989","Main Diagnoses","Health-Related","Main diagnoses in patients with acute confusional syndrome","Possible Dementia","29.4%",NA
"3807","34611033","ACM3875","Gender","Demographic","The distribution of male and female participants.","Men","324","73.1%"
"3808","34611033","ACM3875","Gender","Demographic","The distribution of male and female participants.","Women","119","26.9%"
"3809","33126696","EVK9180","Gender","Demographic","The distribution of participants by gender.","Male","53","24.0%"
"3810","33126696","EVK9180","Gender","Demographic","The distribution of participants by gender.","Female","168","76.0%"
"3811","33126696","EVK9180","Marital Status","Demographic","The marital status distribution among the participants.","Married","107","68.7%"
"3812","33126696","EVK9180","Marital Status","Demographic","The marital status distribution among the participants.","Widowed","50","31.3%"
"3813","33126696","EVK9180","Type of Residence","Geographic","The distribution of participants based on urban and rural residence.","Urban","167","75.6%"
"3814","33126696","EVK9180","Type of Residence","Geographic","The distribution of participants based on urban and rural residence.","Rural","54","24.4%"
"3815","33126696","EVK9180","Diagnosis of Dementia","Health-Related","The distribution of participants with a diagnosis of dementia.","With Dementia","96","43.4%"
"3816","33126696","EVK9180","Diagnosis of Dementia","Health-Related","The distribution of participants with a diagnosis of dementia.","Without Dementia","125","56.6%"
"3817","33126696","EVK9180","Diagnosis of Alzheimer's Disease (AD)","Health-Related","The distribution of participants with a diagnosis of Alzheimer's disease.","With AD","74","33.5%"
"3818","33126696","EVK9180","Diagnosis of Alzheimer's Disease (AD)","Health-Related","The distribution of participants with a diagnosis of Alzheimer's disease.","Without AD","147","66.5%"
"3819","33126696","EVK9180","Level of Independence","Other","The distribution of participants based on the level of independence for basic daily life activities.","Total Dependency","102","61.5%"
"3820","33126696","EVK9180","Level of Independence","Other","The distribution of participants based on the level of independence for basic daily life activities.","Severe Dependence","52","31.3%"
"3821","33126696","EVK9180","Level of Independence","Other","The distribution of participants based on the level of independence for basic daily life activities.","Moderate Dependence","13","7.2%"
"3822","33126696","EVK9180","Prevalence of Depression","Health-Related","The distribution of participants with a diagnosis of depression.","With Depression","39","17.6%"
"3823","33126696","EVK9180","Prevalence of Depression","Health-Related","The distribution of participants with a diagnosis of depression.","Without Depression","182","82.4%"
"3824","33126696","EVK9180","Prevalence of Type 2 Diabetes Mellitus (T2DM)","Health-Related","The distribution of participants with a diagnosis of type 2 diabetes mellitus.","With T2DM","40","18.1%"
"3825","33126696","EVK9180","Prevalence of Type 2 Diabetes Mellitus (T2DM)","Health-Related","The distribution of participants with a diagnosis of type 2 diabetes mellitus.","Without T2DM","181","81.9%"
"3826","33126696","EVK9180","Prevalence of Hypertension","Health-Related","The distribution of participants with a diagnosis of hypertension.","With Hypertension","136","61.5%"
"3827","33126696","EVK9180","Prevalence of Hypertension","Health-Related","The distribution of participants with a diagnosis of hypertension.","Without Hypertension","85","38.5%"
"3828","33126696","EVK9180","Prevalence of Dyslipidemia","Health-Related","The distribution of participants with a diagnosis of dyslipidemia.","With Dyslipidemia","86","38.9%"
"3829","33126696","EVK9180","Prevalence of Dyslipidemia","Health-Related","The distribution of participants with a diagnosis of dyslipidemia.","Without Dyslipidemia","135","61.1%"
"3830","33126696","EVK9180","Treatment Status of Dyslipidemia","Other","The distribution of participants receiving treatment for dyslipidemia.","Under Treatment","64","52.5%"
"3831","33126696","EVK9180","Treatment Status of Dyslipidemia","Other","The distribution of participants receiving treatment for dyslipidemia.","Not Under Treatment","57","47.5%"
"3832","36092174","UPS1345","Age","Demographic","The distribution of age groups among the older patients with proximal femoral fractures.","Mean Age: 80 years",NA,NA
"3833","36092174","UPS1345","Gender","Demographic","The distribution of male and female older patients with proximal femoral fractures.","Most patients were white women",NA,NA
"3834","36092174","UPS1345","Ethnicity","Demographic","The distribution of ethnic groups among the older patients with proximal femoral fractures.","White",NA,NA
"3835","36092174","UPS1345","Weight and Height (for BMI calculation)","Demographic","The relationship between weight and height for calculating the BMI of older patients with proximal femoral fractures.","Average BMI: 23.55 kg/m2",NA,NA
"3836","36092174","UPS1345","Presence of Comorbidities","Health-Related","The distribution of comorbidities among the older patients with proximal femoral fractures.","Systemic arterial hypertension",NA,NA
"3837","36092174","UPS1345","Presence of Comorbidities","Health-Related","The distribution of comorbidities among the older patients with proximal femoral fractures.","Diabetes mellitus",NA,NA
"3838","36092174","UPS1345","Presence of Comorbidities","Health-Related","The distribution of comorbidities among the older patients with proximal femoral fractures.","Alzheimer's disease",NA,NA
"3839","33798213","YVF5625","Age","Demographic","The distribution of age groups among the study participants.","<50",NA,"NA"
"3840","33798213","YVF5625","Age","Demographic","The distribution of age groups among the study participants.","50-65","57112","71.7%"
"3841","33798213","YVF5625","Age","Demographic","The distribution of age groups among the study participants.","66-75","28343","28.3%"
"3842","33798213","YVF5625","Age","Demographic","The distribution of age groups among the study participants.","76+",NA,"NA"
"3843","33798213","YVF5625","Gender","Demographic","The distribution of male and female participants.","Male","28343","33.2%"
"3844","33798213","YVF5625","Gender","Demographic","The distribution of male and female participants.","Female","57112","66.8%"
"3845","33798213","YVF5625","Comorbidities","Health-Related","The presence of specific comorbidities among the study participants.","Diabetes Mellitus","23355","27.4%"
"3846","33798213","YVF5625","Comorbidities","Health-Related","The presence of specific comorbidities among the study participants.","Chronic Kidney Disease","3619","4.2%"
"3847","33798213","YVF5625","Comorbidities","Health-Related","The presence of specific comorbidities among the study participants.","Chronic Obstructive Pulmonary Disease","8343","9.7%"
"3848","33798213","YVF5625","Comorbidities","Health-Related","The presence of specific comorbidities among the study participants.","Dementia","4025","4.7%"
"3849","33798213","YVF5625","Comorbidities","Health-Related","The presence of specific comorbidities among the study participants.","Depression","7687","8.9%"
"3850","33798213","YVF5625","Comorbidities","Health-Related","The presence of specific comorbidities among the study participants.","Parkinson’s Disease","715","0.8%"
"3851","33798213","YVF5625","Antihypertensive Therapy","Health-Related","The distribution of participants based on antihypertensive treatment regimens.","Treated with both thiazide and/or CCB and one or more of ACEi, ARB, BB, or adrenergic antagonist therapy","15082","53.2%"
"3852","33798213","YVF5625","Antihypertensive Therapy","Health-Related","The distribution of participants based on antihypertensive treatment regimens.","Treated with one or more of ACEi, ARB, BB, or adrenergic antagonist only","9078","32.0%"
"3853","33798213","YVF5625","Antihypertensive Therapy","Health-Related","The distribution of participants based on antihypertensive treatment regimens.","Treated with thiazide and/or CCB only","2345","8.3%"
"3854","31444142","HXR4524","Gender","Demographic","The distribution of male and female participants.","Male","238","51%"
"3855","31444142","HXR4524","Gender","Demographic","The distribution of male and female participants.","Female","227","49%"
"3856","31444142","HXR4524","Age","Demographic","The age distribution of participants at assessment.","70-71 years","499","100%"
"3857","31444142","HXR4524","Region","Geographic","The regional distribution of participants.","Mainland Britain","499","100%"
"3858","31444142","HXR4524","Prevalence of Diabetes","Health-Related","The distribution of participants with and without a diagnosis of diabetes.","With Diabetes","55","11%"
"3859","31444142","HXR4524","Prevalence of Diabetes","Health-Related","The distribution of participants with and without a diagnosis of diabetes.","Without Diabetes","444","89%"
"3860","31444142","HXR4524","Employment Status","Other","The employment status of participants.",NA,NA,NA
"3861","31444142","HXR4524","Prevalence of Hypertension","Health-Related","The distribution of participants with and without a diagnosis of hypertension.","At 36 years of age","71","14%"
"3862","31444142","HXR4524","Prevalence of Hypertension","Health-Related","The distribution of participants with and without a diagnosis of hypertension.","At 43 years of age","109","22%"
"3863","31444142","HXR4524","Prevalence of Hypertension","Health-Related","The distribution of participants with and without a diagnosis of hypertension.","At 53 years of age","226","46%"
"3864","31444142","HXR4524","Prevalence of Hypertension","Health-Related","The distribution of participants with and without a diagnosis of hypertension.","At 60-64 years of age","259","52%"
"3865","31444142","HXR4524","Prevalence of Hypertension","Health-Related","The distribution of participants with and without a diagnosis of hypertension.","At 69 years of age","274","55%"
"3866","33067992","WAJ4003","Age","Demographic","The distribution of age groups among the participants.","45-50","67","60%"
"3867","33067992","WAJ4003","Age","Demographic","The distribution of age groups among the participants.","51-55","45","40%"
"3868","33067992","WAJ4003","Gender","Demographic","The distribution of male and female participants.","Male","18","28%"
"3869","33067992","WAJ4003","Gender","Demographic","The distribution of male and female participants.","Female","70","72%"
"3870","33067992","WAJ4003","Education","Demographic","The educational level of participants.","University Education","30","27%"
"3871","33067992","WAJ4003","Education","Demographic","The educational level of participants.","Secondary Education","82","73%"
"3872","33067992","WAJ4003","Smoking Status","Other","The smoking status of participants.","Never Smoked","66","59%"
"3873","33067992","WAJ4003","Smoking Status","Other","The smoking status of participants.","Former/Current Smoker","46","41%"
"3874","33067992","WAJ4003","Alcohol Consumption","Other","The alcohol consumption status of participants.","Non-Alcohol Drinkers","75","67%"
"3875","33067992","WAJ4003","Alcohol Consumption","Other","The alcohol consumption status of participants.","Alcohol Drinkers","37","33%"
"3876","33067992","WAJ4003","Hypertension","Health-Related","The distribution of participants with and without hypertension.","Without Hypertension","53","47%"
"3877","33067992","WAJ4003","Hypertension","Health-Related","The distribution of participants with and without hypertension.","With Hypertension","59","53%"
"3878","33067992","WAJ4003","High Waist Circumference","Health-Related","The distribution of participants with high waist circumference.","Below Cutoff Value","76","68%"
"3879","33067992","WAJ4003","High Waist Circumference","Health-Related","The distribution of participants with high waist circumference.","Above Cutoff Value","36","32%"
"3880","33067992","WAJ4003","High Glucose","Health-Related","The distribution of participants with high glucose levels.","Normal Glucose Levels","42","38%"
"3881","33067992","WAJ4003","High Glucose","Health-Related","The distribution of participants with high glucose levels.","High Glucose Levels","70","62%"
"3882","33067992","WAJ4003","Low HDL Cholesterol","Health-Related","The distribution of participants with low HDL cholesterol levels.","Normal HDL Levels","72","64%"
"3883","33067992","WAJ4003","Low HDL Cholesterol","Health-Related","The distribution of participants with low HDL cholesterol levels.","Low HDL Levels","40","36%"
"3884","33067992","WAJ4003","High Triglycerides","Health-Related","The distribution of participants with high triglyceride levels.","Normal Triglyceride Levels","43","39%"
"3885","33067992","WAJ4003","High Triglycerides","Health-Related","The distribution of participants with high triglyceride levels.","High Triglyceride Levels","69","61%"
"3886","33767305","YLI9226","Age","Demographic","The distribution of age among the study participants.","30-39",NA,NA
"3887","33767305","YLI9226","Age","Demographic","The distribution of age among the study participants.","40-49",NA,NA
"3888","33767305","YLI9226","Age","Demographic","The distribution of age among the study participants.","50-59",NA,NA
"3889","33767305","YLI9226","Age","Demographic","The distribution of age among the study participants.","60-69",NA,NA
"3890","33767305","YLI9226","Age","Demographic","The distribution of age among the study participants.","70-79",NA,NA
"3891","33767305","YLI9226","Age","Demographic","The distribution of age among the study participants.","80+",NA,NA
"3892","33767305","YLI9226","Gender","Demographic","The distribution of male and female participants.","Male","57","51.4%"
"3893","33767305","YLI9226","Gender","Demographic","The distribution of male and female participants.","Female","54","48.6%"
"3894","33767305","YLI9226","Smoking History","Other","The distribution of participants with and without a smoking history.","Smoker","17","15.3%"
"3895","33767305","YLI9226","Smoking History","Other","The distribution of participants with and without a smoking history.","Non-Smoker","94","84.7%"
"3896","33767305","YLI9226","Body Mass Index (BMI)","Health-Related","The distribution of participants based on BMI.","Underweight",NA,NA
"3897","33767305","YLI9226","Body Mass Index (BMI)","Health-Related","The distribution of participants based on BMI.","Normal Weight",NA,NA
"3898","33767305","YLI9226","Body Mass Index (BMI)","Health-Related","The distribution of participants based on BMI.","Overweight",NA,NA
"3899","33767305","YLI9226","Systolic Blood Pressure","Health-Related","The distribution of participants based on systolic blood pressure.","Low (< 90)",NA,NA
"3900","33767305","YLI9226","Systolic Blood Pressure","Health-Related","The distribution of participants based on systolic blood pressure.","Normal (90-120)",NA,NA
"3901","33767305","YLI9226","Systolic Blood Pressure","Health-Related","The distribution of participants based on systolic blood pressure.","High (> 120)",NA,NA
"3902","33767305","YLI9226","Diastolic Blood Pressure","Health-Related","The distribution of participants based on diastolic blood pressure.","Low (< 60)",NA,NA
"3903","33767305","YLI9226","Diastolic Blood Pressure","Health-Related","The distribution of participants based on diastolic blood pressure.","Normal (60-80)",NA,NA
"3904","33767305","YLI9226","Diastolic Blood Pressure","Health-Related","The distribution of participants based on diastolic blood pressure.","High (> 80)",NA,NA
"3905","33767305","YLI9226","Heart Rate","Health-Related","The distribution of participants based on heart rate.","Low (< 60)",NA,NA
"3906","33767305","YLI9226","Heart Rate","Health-Related","The distribution of participants based on heart rate.","Normal (60-100)",NA,NA
"3907","33767305","YLI9226","Heart Rate","Health-Related","The distribution of participants based on heart rate.","High (> 100)",NA,NA
"3908","33767305","YLI9226","Intraocular Pressure (IOP)","Health-Related","The distribution of participants based on intraocular pressure.","Low (< 10)",NA,NA
"3909","33767305","YLI9226","Intraocular Pressure (IOP)","Health-Related","The distribution of participants based on intraocular pressure.","Normal (10-20)",NA,NA
"3910","33767305","YLI9226","Intraocular Pressure (IOP)","Health-Related","The distribution of participants based on intraocular pressure.","High (> 20)",NA,NA
"3911","33767305","YLI9226","Axial Length","Other","The distribution of participants based on axial length.","Short (< 22 mm)",NA,NA
"3912","33767305","YLI9226","Axial Length","Other","The distribution of participants based on axial length.","Normal (22-26 mm)",NA,NA
"3913","33767305","YLI9226","Axial Length","Other","The distribution of participants based on axial length.","Long (> 26 mm)",NA,NA
"3914","36389342","URC9389","Age","Demographic","Age distribution of study participants.","72.5 years ± 7.2 years",NA,NA
"3915","36389342","URC9389","Gender","Demographic","Gender distribution of study participants.","43% women",NA,NA
"3916","36389342","URC9389","Diagnosis of Dementia","Health-Related","Presence or absence of dementia in study participants.","Without Dementia","297","100%"
"3917","30368247","MUV8132","Age","Demographic","Distribution of age groups among study participants.","45-54","988,490","33.7%"
"3918","30368247","MUV8132","Age","Demographic","Distribution of age groups among study participants.","55-64","1,156,635","39.5%"
"3919","30368247","MUV8132","Age","Demographic","Distribution of age groups among study participants.","65-74","602,366","20.6%"
"3920","30368247","MUV8132","Age","Demographic","Distribution of age groups among study participants.","75+","183,325","6.2%"
"3921","30368247","MUV8132","Sex","Demographic","Gender distribution among study participants.","Male","1,496,880","51.1%"
"3922","30368247","MUV8132","Sex","Demographic","Gender distribution among study participants.","Female","1,433,936","48.9%"
"3923","30368247","MUV8132","Height","Demographic","Height distribution among study participants.","< 160 cm","20,021","0.7%"
"3924","30368247","MUV8132","Height","Demographic","Height distribution among study participants.","160-169 cm","560,744","19.1%"
"3925","30368247","MUV8132","Height","Demographic","Height distribution among study participants.","170-179 cm","1,150,372","39.2%"
"3926","30368247","MUV8132","Height","Demographic","Height distribution among study participants.","180+ cm","1,200,679","41.0%"
"3927","30368247","MUV8132","Weight","Demographic","Weight distribution among study participants.","< 60 kg","190,032","6.5%"
"3928","30368247","MUV8132","Weight","Demographic","Weight distribution among study participants.","60-69 kg","785,616","26.8%"
"3929","30368247","MUV8132","Weight","Demographic","Weight distribution among study participants.","70-79 kg","1,212,690","41.5%"
"3930","30368247","MUV8132","Weight","Demographic","Weight distribution among study participants.","80+ kg","742,498","25.3%"
"3931","30368247","MUV8132","Body Mass Index (BMI)","Demographic","BMI distribution among study participants.","< 25 kg/m2","1,098,467","37.5%"
"3932","30368247","MUV8132","Body Mass Index (BMI)","Demographic","BMI distribution among study participants.","25-29.9 kg/m2","602,366","20.6%"
"3933","30368247","MUV8132","Body Mass Index (BMI)","Demographic","BMI distribution among study participants.","30-34.9 kg/m2","121,945","4.2%"
"3934","30368247","MUV8132","Body Mass Index (BMI)","Demographic","BMI distribution among study participants.","35+ kg/m2","107,038","3.7%"
"3935","30368247","MUV8132","Smoking","Other","Smoking status of study participants.","None","1,791,159","61.2%"
"3936","30368247","MUV8132","Smoking","Other","Smoking status of study participants.","Ex-smoker","418,485","14.3%"
"3937","30368247","MUV8132","Smoking","Other","Smoking status of study participants.","Current smoker","559,240","19.1%"
"3938","30368247","MUV8132","Alcohol Consumption","Other","Alcohol consumption habits among study participants.","None","1,661,738","56.9%"
"3939","30368247","MUV8132","Alcohol Consumption","Other","Alcohol consumption habits among study participants.","< 30 g/day","1,022,382","34.9%"
"3940","30368247","MUV8132","Alcohol Consumption","Other","Alcohol consumption habits among study participants.","≥ 30 g/day","189,029","6.5%"
"3941","30368247","MUV8132","Regular Exercise","Other","Frequency of regular exercise among study participants.","None","2,706,552","92.5%"
"3942","30368247","MUV8132","Regular Exercise","Other","Frequency of regular exercise among study participants.","Moderate activity < 5 times/week","197,006","6.7%"
"3943","30368247","MUV8132","Regular Exercise","Other","Frequency of regular exercise among study participants.","Strenuous activity < 3 times/week","27,591","0.9%"
"3944","30368247","MUV8132","Income Level","Other","Income level distribution among study participants.","Lower 25%","647,628","22.1%"
"3945","30368247","MUV8132","Income Level","Other","Income level distribution among study participants.","Upper 75%","1,282,521","43.8%"
"3946","37441712","RNS4754","Age","Demographic","The distribution of age groups among the study participants.","<30",NA,"NA"
"3947","37441712","RNS4754","Age","Demographic","The distribution of age groups among the study participants.","30-50","35","25.4%"
"3948","37441712","RNS4754","Age","Demographic","The distribution of age groups among the study participants.","51-70","68","49.3%"
"3949","37441712","RNS4754","Age","Demographic","The distribution of age groups among the study participants.","71+","35","25.4%"
"3950","37441712","RNS4754","Gender","Demographic","The distribution of male and female participants.","Male","59","42.8%"
"3951","37441712","RNS4754","Gender","Demographic","The distribution of male and female participants.","Female","79","57.2%"
"3952","37441712","RNS4754","Prevalence of Hypertension","Health-Related","The distribution of participants with and without hypertension.","With Hypertension","54","39.1%"
"3953","37441712","RNS4754","Prevalence of Hypertension","Health-Related","The distribution of participants with and without hypertension.","Without Hypertension","84","60.9%"
"3954","37441712","RNS4754","Prevalence of Diabetes","Health-Related","The distribution of participants with and without diabetes mellitus.","With Diabetes","35","25.4%"
"3955","37441712","RNS4754","Prevalence of Diabetes","Health-Related","The distribution of participants with and without diabetes mellitus.","Without Diabetes","103","74.6%"
"3956","33655975","JHH8133","Age","Demographic","The distribution of age among the study participants.","70-74",NA,NA
"3957","33655975","JHH8133","Age","Demographic","The distribution of age among the study participants.","75-79",NA,NA
"3958","33655975","JHH8133","Age","Demographic","The distribution of age among the study participants.","80-84",NA,NA
"3959","33655975","JHH8133","Gender","Demographic","The distribution of male and female participants.","Male","1131","47.4%"
"3960","33655975","JHH8133","Gender","Demographic","The distribution of male and female participants.","Female","1255","52.6%"
"3961","33655975","JHH8133","Body Mass Index (BMI)","Other","The distribution of BMI among participants.","Mean BMI",NA,NA
"3962","33655975","JHH8133","Total Fat Mass Index (FMI)","Other","The distribution of total fat mass index in participants.","Mean FMI",NA,NA
"3963","33655975","JHH8133","Trunk Fat Mass Index (TFMI)","Other","The distribution of trunk fat mass index in participants.","Mean TFMI",NA,NA
"3964","33655975","JHH8133","Fat-Free Mass Index (FFMI)","Other","The distribution of fat-free mass index in participants.","Mean FFMI",NA,NA
"3965","37830725","FXM7257","Age","Demographic","Age distribution of participants in the study.","42.81 ± 10.99 years old","21","100%"
"3966","37830725","FXM7257","Institutionalization Status","Other","The institutionalization status of the participants.","Institutionalized","21","100%"
"3967","37698858","GWA1397","Age","Demographic","The distribution of age groups among the study participants.","60-110",NA,NA
"3968","37698858","GWA1397","Sex","Demographic","The distribution of male and female participants.","Male","48","24.1%"
"3969","37698858","GWA1397","Sex","Demographic","The distribution of male and female participants.","Female","152","75.9%"
"3970","37698858","GWA1397","Country of Residence","Geographic","The distribution of participants by country of residence.","US",NA,NA
"3971","37698858","GWA1397","Country of Residence","Geographic","The distribution of participants by country of residence.","Brazil",NA,NA
"3972","37698858","GWA1397","Country of Residence","Geographic","The distribution of participants by country of residence.","Australia",NA,NA
"3973","37698858","GWA1397","Country of Residence","Geographic","The distribution of participants by country of residence.","China",NA,NA
"3974","37698858","GWA1397","Country of Residence","Geographic","The distribution of participants by country of residence.","Korea",NA,NA
"3975","37698858","GWA1397","Country of Residence","Geographic","The distribution of participants by country of residence.","Singapore",NA,NA
"3976","37698858","GWA1397","Country of Residence","Geographic","The distribution of participants by country of residence.","Central African Republic",NA,NA
"3977","37698858","GWA1397","Country of Residence","Geographic","The distribution of participants by country of residence.","Republic of Congo",NA,NA
"3978","37698858","GWA1397","Country of Residence","Geographic","The distribution of participants by country of residence.","Nigeria",NA,NA
"3979","37698858","GWA1397","Country of Residence","Geographic","The distribution of participants by country of residence.","Germany",NA,NA
"3980","37698858","GWA1397","Country of Residence","Geographic","The distribution of participants by country of residence.","Spain",NA,NA
"3981","37698858","GWA1397","Country of Residence","Geographic","The distribution of participants by country of residence.","Italy",NA,NA
"3982","37698858","GWA1397","Country of Residence","Geographic","The distribution of participants by country of residence.","France",NA,NA
"3983","37698858","GWA1397","Country of Residence","Geographic","The distribution of participants by country of residence.","Sweden",NA,NA
"3984","37698858","GWA1397","Country of Residence","Geographic","The distribution of participants by country of residence.","Greece",NA,NA
"3985","37698858","GWA1397","Diagnosis of Hypertension","Health-Related","The distribution of participants based on previous diagnosis of hypertension.","Healthy Controls",NA,NA
"3986","37698858","GWA1397","Diagnosis of Hypertension","Health-Related","The distribution of participants based on previous diagnosis of hypertension.","Treated Hypertension",NA,NA
"3987","37698858","GWA1397","Diagnosis of Hypertension","Health-Related","The distribution of participants based on previous diagnosis of hypertension.","Untreated Hypertension",NA,NA
"3988","38229871","IEB2564","Sociodemographic","Demographic","The distribution of participants based on sociodemographic factors.",NA,NA,NA
"3989","38229871","IEB2564","Basal Comorbidities","Health-Related","The distribution of participants based on preexisting comorbidities.","Dementia",NA,NA
"3990","38229871","IEB2564","Basal Comorbidities","Health-Related","The distribution of participants based on preexisting comorbidities.","Heart Failure",NA,NA
"3991","38229871","IEB2564","Basal Comorbidities","Health-Related","The distribution of participants based on preexisting comorbidities.","Kidney Disease",NA,NA
"3992","38229871","IEB2564","Basal Comorbidities","Health-Related","The distribution of participants based on preexisting comorbidities.","Cancer",NA,NA
"3993","38229871","IEB2564","Basal Comorbidities","Health-Related","The distribution of participants based on preexisting comorbidities.","Arterial Hypertension",NA,NA
"3994","38229871","IEB2564","Basal Comorbidities","Health-Related","The distribution of participants based on preexisting comorbidities.","Diabetes",NA,NA
"3995","38229871","IEB2564","Basal Comorbidities","Health-Related","The distribution of participants based on preexisting comorbidities.","Ischemic Heart",NA,NA
"3996","38229871","IEB2564","Basal Comorbidities","Health-Related","The distribution of participants based on preexisting comorbidities.","Cerebrovascular",NA,NA
"3997","38229871","IEB2564","Basal Comorbidities","Health-Related","The distribution of participants based on preexisting comorbidities.","Peripheral Vascular Diseases",NA,NA
"3998","38229871","IEB2564","Basal Comorbidities","Health-Related","The distribution of participants based on preexisting comorbidities.","Leukemia",NA,NA
"3999","38229871","IEB2564","Basal Comorbidities","Health-Related","The distribution of participants based on preexisting comorbidities.","Dyslipidemia",NA,NA
