"","pmid","year","journal","articletitle","abstract"
"11","37850952","2024","Journal of hypertension","Associations of hypertensive disorders of pregnancy with cognition, dementia, and brain structure: a Mendelian randomization study.","Observational studies have found associations between hypertensive disorders of pregnancy and an increased risk of cognitive dysfunction and reduced brain volume. However, the results of observational studies may have been influenced by confounding factors. This study applied two-sample Mendelian randomization (MR) to explore the causal associations of hypertensive disorders of pregnancy with cognition, dementia, and brain structure. Summary data on hypertensive disorders of pregnancy and their main subtypes, cognition, dementia, and brain structure were obtained from recent European genome-wide association studies. We computed the inverse-variance weighted, MR-Egger, and weighted median MR estimates. Cochran's Q statistics and the MR-Egger intercept test were used to quantify the heterogeneity and horizontal pleiotropy of the instrumental variables. Genetically predicted preeclampsia or eclampsia was inversely associated with gray matter volume [beta = -0.072; 95% confidence interval (CI) = -0.131 to -0.014; P  = 1.53 × 10 -2 ]; possibly with brain volume (beta = -0.064; 95% CI = -0.117 to -0.012; P  = 1.68 × 10 -2 ). However, the association of hypertensive pregnancy disorders or gestational hypertension with brain structure was not significant. We did not find any significant association between hypertensive disorders of pregnancy, gestational hypertension, or preeclampsia or eclampsia and cognition and dementia-related outcomes. This study provided genetic evidence supporting an association between preeclampsia or eclampsia and reduced brain volume. This supports the view of PE as a risk factor for gray matter volume reduction."
"12","38229871","2024","Influenza and other respiratory viruses","Relevance of comorbidities for main outcomes during different periods of the COVID-19 pandemic.","Throughout the evolution of the COVID-19 pandemic, the severity of the disease has varied. The aim of this study was to determine how patients' comorbidities affected and were related to, different outcomes during this time. Retrospective cohort study of all patients testing positive for SARS-CoV-2 infection between March 1, 2020, and January 9, 2022. We extracted sociodemographic, basal comorbidities, prescribed treatments, COVID-19 vaccination data, and outcomes such as death and admission to hospital and intensive care unit (ICU) during the different periods of the pandemic. We used logistic regression to quantify the effect of each covariate in each outcome variable and a random forest algorithm to select the most relevant comorbidities. Predictors of death included having dementia, heart failure, kidney disease, or cancer, while arterial hypertension, diabetes, ischemic heart, cerebrovascular, peripheral vascular diseases, and leukemia were also relevant. Heart failure, dementia, kidney disease, diabetes, and cancer were predictors of adverse evolution (death or ICU admission) with arterial hypertension, ischemic heart, cerebrovascular, peripheral vascular diseases, and leukemia also relevant. Arterial hypertension, heart failure, diabetes, kidney, ischemic heart diseases, and cancer were predictors of hospitalization, while dyslipidemia and respiratory, cerebrovascular, and peripheral vascular diseases were also relevant. Preexisting comorbidities such as dementia, cardiovascular and renal diseases, and cancers were those most related to adverse outcomes. Of particular note were the discrepancies between predictors of adverse outcomes and predictors of hospitalization and the fact that patients with dementia had a lower probability of being admitted in the first wave."
"13","37902753","2023","JAMA network open","Year-by-Year Blood Pressure Variability From Midlife to Death and Lifetime Dementia Risk.","High visit-to-visit blood pressure variability (BPV) in late life may reflect increased dementia risk better than mean systolic blood pressure (SBP). Evidence from midlife to late life could be crucial to understanding this association. To determine whether visit-to-visit BPV at different ages was differentially associated with lifetime incident dementia risk in community-dwelling individuals. This cohort study analyzed data from the Adult Changes in Thought (ACT) study, an ongoing population-based prospective cohort study in the US. Participants were 65 years or older at enrollment, community-dwelling, and without dementia. The study focused on a subset of deceased participants with brain autopsy data and whose midlife to late-life blood pressure data were obtained from Kaiser Permanente Washington medical archives and collected as part of the postmortem brain donation program. In the ACT study, participants underwent biennial medical assessments, including cognitive screening. Data were collected from 1994 (ACT study enrollment) through November 2019 (data set freeze). Data analysis was performed between March 2020 and September 2023. Visit-by-visit BPV at ages 60, 70, 80, and 90 years, calculated using the coefficient of variation of year-by-year SBP measurements over the preceding 10 years. All-cause dementia, which was adjudicated by a multidisciplinary outcome adjudication committee. A total of 820 participants (mean [SD] age at enrollment, 77.0 [6.7] years) were analyzed and included 476 females (58.0%). A mean (SD) of 28.4 (8.4) yearly SBP measurements were available over 31.5 (9.0) years. The mean (SD) follow-up time was 32.2 (9.1) years in 27 885 person-years from midlife to death. Of the participants, 372 (45.4%) developed dementia. The number of participants who were alive without dementia and had available data for analysis ranged from 280 of those aged 90 years to 702 of those aged 70 years. Higher BPV was not associated with higher lifetime dementia risk at age 60, 70, or 80 years. At age 90 years, BPV was associated with 35% higher dementia risk (hazard ratio [HR], 1.35; 95% CI, 1.02-1.79). Meta-regression of HRs calculated separately for each age (60-90 years) indicated that associations of high BPV with higher dementia risk were present only at older ages, whereas the association of SBP with dementia gradually shifted direction linearly from being incrementally to inversely associated with older ages. In this cohort study, high BPV indicated increased lifetime dementia risk in late life but not in midlife. This result suggests that high BPV may indicate increased dementia risk in older age but might be less viable as a midlife dementia prevention target."
"14","37904406","2023","Medicine","The impact of diabetes in cognitive impairment: A review of current evidence and prospects for future investigations.","Cognitive impairment in individuals with diabetes represents a multifaceted and increasingly prevalent health concern. This review critically examines the current evidence regarding the intricate relationship between diabetes and cognitive decline. It highlights the existing knowledge on the impact of diabetes on cognitive function, spanning from mild cognitive impairment to dementia, including vascular and Alzheimer dementia. The review underscores the need for a standardized diagnostic paradigm and explores research gaps, such as the implications of cognitive impairment in younger populations and various diabetes types. Furthermore, this review emphasizes the relevance of diabetes-related comorbidities, including hypertension and dyslipidemia, in influencing cognitive decline. It advocates for a comprehensive, interdisciplinary approach, integrating insights from neuroscience, endocrinology, and immunology to elucidate the mechanistic underpinnings of diabetes-related cognitive impairment. The second part of this review outlines prospective research directions and opportunities. It advocates for longitudinal studies to understand disease progression better and identifies critical windows of vulnerability. The search for accurate biomarkers and predictive factors is paramount, encompassing genetic and epigenetic considerations. Personalized approaches and tailored interventions are essential in addressing the substantial variability in cognitive outcomes among individuals with diabetes."
"15","37698858","2023","JAMA network open","Use of Antihypertensives, Blood Pressure, and Estimated Risk of Dementia in Late Life: An Individual Participant Data Meta-Analysis.","The utility of antihypertensives and ideal blood pressure (BP) for dementia prevention in late life remains unclear and highly contested. To assess the associations of hypertension history, antihypertensive use, and baseline measured BP in late life (age >60 years) with dementia and the moderating factors of age, sex, and racial group. Longitudinal, population-based studies of aging participating in the Cohort Studies of Memory in an International Consortium (COSMIC) group were included. Participants were individuals without dementia at baseline aged 60 to 110 years and were based in 15 different countries (US, Brazil, Australia, China, Korea, Singapore, Central African Republic, Republic of Congo, Nigeria, Germany, Spain, Italy, France, Sweden, and Greece). Participants were grouped in 3 categories based on previous diagnosis of hypertension and baseline antihypertensive use: healthy controls, treated hypertension, and untreated hypertension. Baseline systolic BP (SBP) and diastolic BP (DBP) were treated as continuous variables. Reporting followed the Preferred Reporting Items for Systematic Review and Meta-Analyses of Individual Participant Data reporting guidelines. The key outcome was all-cause dementia. Mixed-effects Cox proportional hazards models were used to assess the associations between the exposures and the key outcome variable. The association between dementia and baseline BP was modeled using nonlinear natural splines. The main analysis was a partially adjusted Cox proportional hazards model controlling for age, age squared, sex, education, racial group, and a random effect for study. Sensitivity analyses included a fully adjusted analysis, a restricted analysis of those individuals with more than 5 years of follow-up data, and models examining the moderating factors of age, sex, and racial group. The analysis included 17 studies with 34 519 community dwelling older adults (20 160 [58.4%] female) with a mean (SD) age of 72.5 (7.5) years and a mean (SD) follow-up of 4.3 (4.3) years. In the main, partially adjusted analysis including 14 studies, individuals with untreated hypertension had a 42% increased risk of dementia compared with healthy controls (hazard ratio [HR], 1.42; 95% CI 1.15-1.76; P = .001) and 26% increased risk compared with individuals with treated hypertension (HR, 1.26; 95% CI, 1.03-1.53; P = .02). Individuals with treated hypertension had no significant increased dementia risk compared with healthy controls (HR, 1.13; 95% CI, 0.99-1.28; P = .07). The association of antihypertensive use or hypertension status with dementia did not vary with baseline BP. There was no significant association of baseline SBP or DBP with dementia risk in any of the analyses. There were no significant interactions with age, sex, or racial group for any of the analyses. This individual patient data meta-analysis of longitudinal cohort studies found that antihypertensive use was associated with decreased dementia risk compared with individuals with untreated hypertension through all ages in late life. Individuals with treated hypertension had no increased risk of dementia compared with healthy controls."
"16","37448423","2023","Cureus","Gender Disparities in Hypertensive Emergency Admissions: A National Retrospective Cohort Study.","Background Hypertension is one of the most common conditions affecting almost one in every five adults globally and hypertensive emergency is a life-threatening complication of uncontrolled hypertension leading to significant disability. Despite advances in treatment, gender disparities are yet to be addressed. Methods This retrospective cohort study used nationally representative data from the Healthcare Cost and Utilization Project (HCUP), specifically the National Inpatient Sample, to study two cohorts divided by sex (males and females). The primary outcome was all-cause inpatient mortality. Multivariate logistic regression analysis yielded adjusted odds ratios (aORs) for confounders. Secondary outcomes included length of stay (LOS) and total hospital charges. Multivariate linear regression identified independent predictors. We described crude rates of mechanical ventilation, acute kidney injury (AKI) requiring hemodialysis (HD), and vasopressor requirements. Patient demographics were also presented. We used the chi-squared (χ2) test for categorical variables and Student's t-test for continuous variables. Statistical significance was defined as a two-tailed p-value<0.05. Results A total of 229,025 patients met the inclusion criteria, where 52% were male and 48% were female. The mean patient age was 58 years (55 for men and 62 for women, p <0.001). White patients represented 40% of hospitalizations (males: 37%; females: 42%), black patients represented 42% (males: 43%; females: 41%), and Hispanics 11% (males: 12%; females: 10%). Medicare was the primary payer 47% of the time (males: 38%; females: 56%), Medicaid in 21% (males: 23%; females: 18%), private insurance in 20% (males: 23%; females: 17%), and no insurance in 10% (males: 14%; females: 7%). Female patients had higher rates of chronic obstructive pulmonary disease (COPD) (21% for females vs. 15% for males), connective tissue disease (4.6% for females vs. 0.98% for males; p<0.001), and dementia (6% for females vs. 3% for males). Conversely, males had a higher rate of chronic kidney disease (CKD) (51% vs. 42% for females). Male sex was a predictor of mortality (aOR 1.39, p=0.036), along with age (aOR 1.02, p<0.001) and Charlson Comorbidity Index (http://mchp-appserv.cpe.umanitoba.ca/viewConcept.php?printer=Y&conceptID=1098) (aOR 1.20, p<0.001). Sex was not a predictor of length of stay (LOS) (p=0.496) or total hospital charges (p=0.192). Conclusions In an attempt to achieve better outcomes in patients affected by hypertensive emergency, our retrospective cohort study found that male patients who experienced hypertensive emergency had 39% higher odds of mortality than female patients. Age and Charlson Comorbidity Index were additionally found to be independent predictors of mortality."
"17","37441712","2023","Cerebral circulation - cognition and behavior","Novel grading system for CADASIL severity: A multicenter cross-sectional study.","Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy (CADASIL) is an inherited progressive cerebral microangiopathy with considerable phenotypic variability. The purpose of this study was to describe the generalizability of a recently proposed grading system of CADASIL across multiple centers in the United States. Electronic medical records (EMR) of an initial neurological assessment of adult patients with confirmed CADASIL were reviewed across 5 tertiary referral medical centers with expertise in CADASIL. Demographic, vascular risk factors, and neuroimaging data were abstracted from EMR. Patients were categorized into groups according to the proposed CADASIL grading system: Grade 0 (asymptomatic), Grade 1 (migraine only), Grade 2 (stroke, TIA, or MCI), Grade 3 (gait assistance or dementia), and Grade 4 (bedbound or end-stage). Inter-rater reliability (IRR) of grading was tested in a subset of cases. We identified 138 patients with a mean age of 50.9 ± 13.1 years, and 57.2% were female. The IRR was acceptable over 33 cases (κ=0.855, SD 0.078, p<0.001) with 81.8% being concordant. There were 15 patients (10.9%) with Grade 0, 50 (36.2%) with Grade 1, 61 (44.2%) with Grade 2, 12 (8.7%) with Grade 3, and none with Grade 4. Patients with a lower severity grade (grade 0 vs 3) tended to be younger (49.5 vs. 61.9 years) and had a lower prevalence of hypertension (50% vs. 20%, p = 0.027) and diabetes mellitus (0% vs. 25%, p = 0.018). A higher severity grade was associated with an increased number of vascular risk factors (p = 0.02) and independently associated with hypertension and diabetes (p<0.05). Comparing Grade 0 vs. 3, cortical thickness tended to be greater (2.06 vs. 1.87 mm; p = 0.06) and white matter hyperintensity volume tended to be lower (54.7 vs. 72.5 ml; p = 0.73), but the differences did not reach significance. The CADASIL severity grading system is a pragmatic, reliable system for characterizing CADASIL phenotype that does not require testing beyond that done in standard clinical practice. Higher severity grades tended to have a higher vascular risk factor burden. This system offers a simple method of categorizing CADASIL patients which may help to describe populations in observational and interventional studies."
"18","37408963","2023","Frontiers in psychology","The A-to-Z factors associated with cognitive impairment. Results of the DeCo study.","Cognitive impairment (CI) is known to be mediated by several risk and protective factors, many of which are potentially modifiable. Therefore, it is important to have up-to-date studies that address a standard assessment of psychosocial, clinical and lifestyle variables. We conducted a cross-sectional observational study, with a 24-month timeframe, to estimate the relationship between risk and protective factors associated with dementia, according to the A-to-Z Dementia Knowledge. Participants were considered at CI risk if they tested positive for at least one of three validated CI screening tests: The Memory Impairment Screening, Short Portable Mental State Questionnaire, and Semantic Verbal Fluency. The A-to-Z data Collection included Mediterranean Diet Adherence Screener and Geriatric Depression Scale. The estimated prevalence of CI was 22.6% in a sample of 709 patients with an average of 69.3±10.3 years. The risk factors gradually associated with cognitive decline were hypertension, loneliness, and depression. In contrast, the protective factors gradually associated with less cognitive decline were internet use, reading, and intellectually stimulating jobs. Finally, living alone, having diabetes, taking benzodiazepines, and sleeping more than 9 h were statistically significant associated with CI, whereas to do memory training or a family history of dementia was characteristic of patients without CI. A joint assessment of the influence of psychosocial, clinical, and lifestyle-related factors is needed to develop dementia prevention strategies."
"19","37363185","2023","Therapeutic advances in neurological disorders","Arterial stiffness and its influence on cerebral morphology and cognitive function.","Recently, arterial stiffness has been associated with cerebral small vessel disease (SVD), brain atrophy and vascular dementia. Arterial stiffness is assessed via pulse wave velocity (PWV) measurement and is strongly dependent on arterial blood pressure. While circadian blood pressure fluctuations are important determinants of end-organ damage, the role of 24-h PWV variability is yet unclear. We here investigated the association between PWV and its circadian changes on brain morphology and cognitive function in community-dwelling individuals. Single-centre, prospective, community-based follow-up study. The study cohort comprised elderly community-based participants of the Austrian Stroke Prevention Family Study which was started in 2006. Patients with any history of cerebrovascular disease or dementia were excluded. The study consists of 84 participants who underwent ambulatory 24-h PWV measurement. White matter hyperintensity volume and brain volume were evaluated by 3-Tesla magnetic resonance imaging (MRI). A subgroup of patients was evaluated for cognitive function using an extensive neuropsychological test battery. PWV was significantly related to reduced total brain volume (p = 0.013), which was independent of blood pressure and blood pressure variability. We found no association between PWV with markers of cerebral SVD or impaired cognitive functioning. Only night-time PWV values were associated with global brain atrophy (p = 0.005). This study shows a relationship of arterial stiffness and reduced total brain volume. Elevations in PWV during night-time are of greater importance than day-time measures."
"20","37151722","2023","Acta ortopedica brasileira","FACTORS ASSOCIATED WITH THE OUTCOMES OF OLDER PATIENTS OPERATED DUE TO HIP FRACTURES.","Evaluating clinical factors associated with mortality in older patients who underwent surgical correction of hip fractures. This observational and retrospective study analyzed the medical records of 67 patients (aged older than 60 years), both men and women, who underwent surgical correction of hip fractures from 2019 to 2020 at Hospital São Paulo. The following variables were analyzed: age, sex, presence of comorbidities, affected hip region, and trauma mechanism. Statistical analyses were performed using the SPSS software. The mean age of patients was 78.12 ± 9.80 years and 80.6% of the sample were women. The prevalence of hip fractures on the right side (52.2%), in the transtrochanteric region (53.7%), and due to fall on the same level (88.1%) was higher. Systemic arterial hypertension (77.6%), diabetes mellitus (37.3%), and dementia (16.4%) were frequent comorbidities. The prevalence of death after fracture was 17.9% and it was associated with longer hospital stay after surgery (p = 0.028). The prevalence of mortality of patients with hip fractures who underwent surgery was 17.9%. A longer hospital stay due to pre-existing comorbidities was the main factor related to this outcome. Level of Evidence III, Retrospective Study."
"21","36986785","2023","Pharmaceutics","Angiotensin II Receptor Blockers Reduce Tau/Aß42 Ratio: A Cerebrospinal Fluid Biomarkers' Case-Control Study.","(1) Background: The role of antihypertensives in Alzheimer's Disease (AD) prevention is controversial. This case-control study aims to assess whether antihypertensive medication has a protective role by studying its association with amyloid and tau abnormal levels. Furthermore, it suggests a holistic view of the involved pathways between renin-angiotensin drugs and the tau/amyloidß42 ratio (tau/Aß42 ratio); (2) Methods: The medical records of the participant patients were reviewed, with a focus on prescribed antihypertensive drugs and clinical variables, such as arterial blood pressure. The Anatomical Therapeutic Chemical classification was used to classify each drug. The patients were divided into two groups: patients with AD diagnosis (cases) and cognitively healthy patients (control); (3) Results: Age and high systolic blood pressure are associated with a higher risk of developing AD. In addition, combinations of angiotensin II receptor blockers are associated with a 30% lower t-tau/Aß42 ratio than plain angiotensin-converting enzyme inhibitor consumption; (4) Conclusions: Angiotensin II receptor blockers may play a potential role in neuroprotection and AD prevention. Likewise, several mechanisms, such as the PI3K/Akt/GSK3ß or the ACE1/AngII/AT1R axis, may link cardiovascular pathologies and AD presence, making its modulation a pivotal point in AD prevention. The present work highlights the central pathways in which antihypertensives may affect the presence of pathological amyloid and tau hyperphosphorylation."
