"","pmid","field","value","annotators","var_freq","precision"
"611","38229871","MAJOR RESULTS","PREEXISTING COMORBIDITIES SUCH AS DEMENTIA, CARDIOVASCULAR AND RENAL DISEASES, AND CANCERS SIGNIFICANTLY IMPACTED ADVERSE OUTCOMES IN COVID-19 PATIENTS. DISCREPANCIES EXIST BETWEEN PREDICTORS OF ADVERSE OUTCOMES AND HOSPITALIZATION.",10,1,0.1
"612","31617930","MAJOR RESULTS","OFFSPRING OF PARENTS WITH AD HAD EARLIER-THAN-EXPECTED AAO, WITH ASSOCIATIONS OF ACQUIRED AND HERITABLE FACTORS WITH VARIABILITY IN AAO OF AD.",10,1,0.1
"613","31617930","EFFECT SIZE","-9.52",10,1,0.1
"614","31617930","UPPER CONFIDENCE INTERVAL","-5.25",10,2,0.2
"615","29574441","MAJOR RESULTS","DIET AND INSULIN SENSITIVITY EXPLAINED VARIABILITY IN BRAIN CORTICAL THICKNESS IN MIDDLE-AGED ADULTS, WITH A FOCUS ON AD RISK REDUCTION.",10,1,0.1
"616","29574441","EFFECT SIZE","0.26 AND 0.58",10,1,0.1
"617","37203319","MAJOR RESULTS","AGE, CHRONIC OBSTRUCTIVE PULMONARY DISEASE, AND SPECIFIC EPIDEMIOLOGICAL WAVES WERE SIGNIFICANTLY ASSOCIATED WITH HIGHER MORTALITY, WHILE GLUCOCORTICOID TREATMENT WAS IDENTIFIED AS A PROTECTIVE FACTOR.",10,1,0.1
"618","30180830","MAJOR RESULTS","DECREASED FITNESS BEYOND AGE 79 WAS NOT FOUND TO BE A RISK FACTOR FOR SUBSEQUENT DEMENTIA. FEV1, GRIP STRENGTH, AND WALKING SPEED AT AGE 79 YEARS WERE NOT ASSOCIATED WITH DEMENTIA DEVELOPMENT. APOE Ε4 CARRIER STATUS REMAINED A SIGNIFICANT PREDICTOR FOR DEMENTIA.",10,1,0.1
"619","36699985","MAJOR RESULTS","FOUR BASIC CARE NEEDS IDENTIFIED: SOCIAL RESOURCES REFERRAL AND LEGAL SUPPORT WERE IDENTIFIED AS FREQUENT UNMET NEEDS IN THIS POPULATION.",10,1,0.1
"620","34176293","MAJOR RESULTS","INDIVIDUALS IN THE HIGHEST BPV TERTILE HAD AN INCREASED RISK OF INCIDENT DEMENTIA AND COGNITIVE DECLINE, INDEPENDENT OF AVERAGE BP AND ANTIHYPERTENSIVE DRUG USE. MEN SHOWED INCREASED RISK OF INCIDENT DEMENTIA COMPARED TO WOMEN.",10,1,0.1
"621","37711969","COVARIATE DEFINITIONS IN MAINTEXT","N",10,3,0.3
"622","37711969","MAJOR RESULTS","HIGH SYSTOLIC AND DIASTOLIC SHORT- AND MID-TERM BPV WERE ASSOCIATED WITH POORER COGNITIVE FUNCTIONING, INDEPENDENT OF MEAN BP. SHORT-TERM BPV LINKED TO ATTENTION AND PSYCHOMOTOR SPEED, DAY-TO-DAY BPV LINKED TO EXECUTIVE FUNCTIONING.",10,1,0.1
"623","35897033","MAJOR RESULTS","COGNITIVE EVALUATION AND FOLLOW-UP ARE RECOMMENDED FOR T2DM PATIENTS WITH SPECIFIC RISK FACTORS.",10,1,0.1
"624","35897033","EFFECT SIZE","NA",10,1,0.1
"625","35897033","LOWER CONFIDENCE INTERVAL","NA",10,1,0.1
"626","35897033","UPPER CONFIDENCE INTERVAL","NA",10,1,0.1
"627","35897033","P-VALUE","NA",10,1,0.1
"628","35533660","POPULATION SIZE","21,920 FOR POISSON REGRESSION MODEL, 12,694 FOR ORDINAL REGRESSION MODEL",10,1,0.1
"629","35533660","MAJOR RESULTS","PSYCHOSOCIAL VARIABLES LIKE DEPRESSION, PERCEIVED SOCIAL STATUS, AND PERSONALITY TRAITS WERE MORE CONSISTENTLY ASSOCIATED WITH SUBJECTIVE COGNITIVE DECLINE THAN TRADITIONAL RISK FACTORS SUCH AS PHYSICAL ACTIVITY AND HYPERTENSION.",10,1,0.1
"630","35533660","EFFECT SIZE","N/A",10,2,0.2
"631","35533660","LOWER CONFIDENCE INTERVAL","N/A",10,2,0.2
"632","35533660","UPPER CONFIDENCE INTERVAL","N/A",10,2,0.2
"633","35533660","P-VALUE","N/A",10,2,0.2
"634","34872609","MAJOR RESULTS","HIGHER BODY HEIGHT WAS ASSOCIATED WITH A DECREASED PREVALENCE OF COGNITIVE IMPAIRMENT IN ELDERLY MEN. EACH 1-DM INCREASE IN HEIGHT WAS LINKED WITH A 37% DECREASE IN THE PREVALENCE OF COGNITIVE IMPAIRMENT. NO SIGNIFICANT ASSOCIATION WAS FOUND FOR ELDERLY WOMEN.",10,1,0.1
"635","34872609","EFFECT SIZE","0.37",10,2,0.2
"636","34872609","LOWER CONFIDENCE INTERVAL","NOT REPORTED",10,1,0.1
"637","34872609","UPPER CONFIDENCE INTERVAL","NOT REPORTED",10,1,0.1
"638","38443972","MAJOR RESULTS","UNTREATED DIABETES PREVALENCE WAS HIGHER FOR MALES. MALE AND CURRENT SMOKER WITH HIGHER EDUCATION LEVELS AND DEMENTIA WERE MORE LIKELY TO HAVE UNTREATED HYPERTENSION. UNTREATED DYSLIPIDEMIA WAS MORE COMMON IN SMOKERS AND MALES, WHILE UNTREATED HYPERCHOLESTEREMIA WAS MORE COMMON IN MALES AND LOWER IN PEOPLE WITH DEMENTIA.",10,1,0.1
"639","38443972","EFFECT SIZE","REFER TO MAJOR RESULTS FOR MULTIPLE EFFECT SIZES PROVIDED.",10,1,0.1
"640","38443972","LOWER CONFIDENCE INTERVAL","REFER TO MAJOR RESULTS FOR MULTIPLE LOWER CONFIDENCE INTERVALS PROVIDED.",10,1,0.1
"641","38443972","UPPER CONFIDENCE INTERVAL","REFER TO MAJOR RESULTS FOR MULTIPLE UPPER CONFIDENCE INTERVALS PROVIDED.",10,1,0.1
"642","38443972","P-VALUE","NOT PROVIDED IN THE EXTRACTED TEXT.",10,1,0.1
"643","37079031","STUDY DESIGN","OBSERVATIONAL STUDY USING LINEAR MIXED-EFFECT MODELS",10,2,0.2
"644","36265125","MAJOR RESULTS","THE STUDY FOUND THAT COVID-19 INFECTION RATES AND DISEASE SEVERITY WERE INFLUENCED BY COMORBIDITIES SUCH AS PULMONARY DISEASE, DEMENTIA, GASTROINTESTINAL DISEASE, STROKE, AND VARIOUS OTHERS.",10,1,0.1
"645","37448423","MAJOR RESULTS","MALE PATIENTS WITH HYPERTENSIVE EMERGENCY HAD 39% HIGHER ODDS OF MORTALITY COMPARED TO FEMALE PATIENTS. AGE AND CHARLSON COMORBIDITY INDEX WERE IDENTIFIED AS INDEPENDENT PREDICTORS OF MORTALITY.",10,3,0.3
"646","37448423","LOWER CONFIDENCE INTERVAL","",10,1,0.1
"647","37448423","UPPER CONFIDENCE INTERVAL","",10,1,0.1
"648","35102219","COVARIATE DEFINITIONS IN MAINTEXT","N",10,2,0.2
"649","35102219","MAJOR RESULTS","LOSS OF LONGITUDINAL INCREASE IN SYSTOLIC BLOOD PRESSURE WAS INDEPENDENTLY ASSOCIATED WITH HIGHER RISK OF INCIDENT DEMENTIA IN LATER YEARS.",10,1,0.1
"650","33839636","MAJOR RESULTS","MOST FREQUENT MEDICAL ANTECEDENTS WERE NEUROLOGICAL PATHOLOGY, HYPERTENSION, AND RHEUMATOLOGIC DISEASES. MAIN REASONS FOR CONSULTATION INCLUDED DETERIORATION IN GENERAL CONDITION, DYSPNEA, DECREASED LEVEL OF CONSCIOUSNESS, AND FEVER. INCIDENCE OF POLYPHARMACY, WITH NOTABLE ROLE OF URINARY AND RESPIRATORY INFECTIONS.",10,1,0.1
"651","33839636","EFFECT SIZE","N/A",10,1,0.1
"652","33839636","LOWER CONFIDENCE INTERVAL","N/A",10,1,0.1
"653","33839636","UPPER CONFIDENCE INTERVAL","N/A",10,1,0.1
"654","33839636","P-VALUE","N/A",10,1,0.1
"655","34611033","MAJOR RESULTS","MALE GENDER, STROKE SEVERITY, SEVERITY OF ADL ON FOLLOW-UP, AND MTLA WERE SIGNIFICANT PREDICTORS OF POOR PARTICIPATION AFTER ACUTE ISCHEMIC STROKE.",10,1,0.1
"656","33126696","MAJOR RESULTS","DEPRESSION AND DIABETES MELLITUS WERE ASSOCIATED WITH INCREASED LIKELIHOOD OF DEVELOPING AD.",10,1,0.1
"657","36092174","POPULATION SIZE","NOT EXPLICITLY STATED",10,1,0.1
"658","36092174","MAJOR RESULTS","THE NUTRITIONAL STATUS OF OLDER ADULTS SEEMS TO BE DIRECTLY RELATED TO THE RISK OF PROXIMAL FRACTURES OF THE FEMUR.",10,1,0.1
"659","36092174","EFFECT SIZE","NOT REPORTED",10,1,0.1
"660","36092174","LOWER CONFIDENCE INTERVAL","NOT REPORTED",10,1,0.1
"661","36092174","UPPER CONFIDENCE INTERVAL","NOT REPORTED",10,1,0.1
"662","36092174","P-VALUE","NOT REPORTED",10,1,0.1
"663","33798213","MAJOR RESULTS","ONE THIRD OF HYPERTENSIVE AND ONE SIXTH OF NORMOTENSIVE ADULTS EXHIBIT HIGH BPV, MORE COMMON IN OLDER INDIVIDUALS AND THOSE WITH COMORBIDITIES. BPV VARIES ACROSS ANTIHYPERTENSIVE TREATMENT REGIMENS.",10,1,0.1
"664","31444142","POPULATION SIZE","502 INDIVIDUALS ASSESSED, 465 INCLUDED IN IMAGING ANALYSES",10,1,0.1
"665","31444142","MAJOR RESULTS","HIGHER SBP AND DBP IN MIDLIFE ASSOCIATED WITH GREATER CEREBRAL SMALL VESSEL DISEASE BURDEN AND SMALLER BRAIN VOLUMES IN LATE LIFE; NO EFFECT ON AMYLOID BURDEN OR COGNITIVE FUNCTION.",10,1,0.1
"666","31444142","EFFECT SIZE","SBP: 7% INCREASE, 95% CI 1-14; DBP: 15% INCREASE, 95% CI 4-27",10,1,0.1
"667","31444142","LOWER CONFIDENCE INTERVAL","SBP: 1, DBP: 4",10,1,0.1
"668","31444142","UPPER CONFIDENCE INTERVAL","SBP: 14, DBP: 27",10,1,0.1
"669","31444142","P-VALUE","SBP: 0.024, DBP: 0.0057",10,1,0.1
"670","33067992","MAJOR RESULTS","METS WAS ASSOCIATED WITH LOWER COGNITIVE FUNCTIONING, AND METS SEVERITY WAS A BETTER PREDICTOR THAN INDIVIDUAL METS COMPONENTS.",10,1,0.1
"671","33767305","MAJOR RESULTS","LSFG PULSE WAVEFORM PARAMETERS SIGNIFICANTLY CORRELATED WITH SYSTEMIC AND OCULAR FACTORS.",10,1,0.1
"672","36389342","MAJOR RESULTS","PACE ASSOCIATED WITH GMV IN BRAIN REGIONS LINKED TO CONTROLLED AND AUTOMATIC ASPECTS OF GAIT; PACE PATTERN LESS EXPRESSED IN PARTICIPANTS WITH VASCULAR DISEASE.",10,1,0.1
"673","30368247","MAJOR RESULTS","INDIVIDUALS WITH HIGHER VARIABILITY IN BMI, SYSTOLIC BP, GLUCOSE, OR TOTAL CHOLESTEROL WERE AT A HIGHER RISK OF FUTURE DEMENTIA, SHOWING A LINEAR ASSOCIATION WITH THE NUMBER OF PARAMETERS WITH HIGH VARIABILITY. THE HAZARD RATIOS FOR DEMENTIA INCREASED INCREMENTALLY WITH MORE PARAMETERS OF HIGH VARIABILITY.",10,1,0.1
"674","30368247","P-VALUE","< 0.001 FOR TREND",10,1,0.1
"675","37441712","MAJOR RESULTS","PATIENTS WITH A LOWER SEVERITY GRADE TENDED TO BE YOUNGER WITH A LOWER PREVALENCE OF HYPERTENSION AND DIABETES, WHEREAS A HIGHER SEVERITY GRADE WAS ASSOCIATED WITH AN INCREASED NUMBER OF VASCULAR RISK FACTORS.",10,1,0.1
"676","33655975","MAJOR RESULTS","THIS STUDY FOUND SIGNIFICANT POSITIVE CORRELATIONS BETWEEN BMI, FAT MASS INDEX SHOWED NO SIGNIFICANT CORRELATIONS WITH COGNITIVE FUNCTIONS.",10,1,0.1
"677","33655975","EFFECT SIZE","0.07",10,1,0.1
"678","33655975","LOWER CONFIDENCE INTERVAL","0.013",10,1,0.1
"679","33655975","UPPER CONFIDENCE INTERVAL","0.126",10,1,0.1
"680","33655975","P-VALUE","0.016",10,1,0.1
"681","37830725","MAJOR RESULTS","FUNCTIONAL AND NEUROMUSCULAR ABILITY WAS ASSOCIATED WITH QUALITY OF LIFE IN INDIVIDUALS WITH IDD.",10,1,0.1
"682","37698858","MAJOR RESULTS","INDIVIDUALS WITH UNTREATED HYPERTENSION HAD A 42% INCREASED RISK OF DEMENTIA COMPARED WITH HEALTHY CONTROLS AND 26% INCREASED RISK COMPARED WITH TREATED HYPERTENSION. TREATED HYPERTENSION WAS NOT ASSOCIATED WITH INCREASED DEMENTIA RISK COMPARED TO HEALTHY CONTROLS.",10,1,0.1
"683","38229871","POPULATION SIZE","NOT SPECIFIED IN THE TEXT",10,1,0.1
"684","38229871","MAJOR RESULTS","PREDICTORS OF DEATH INCLUDED HAVING DEMENTIA, HEART FAILURE, KIDNEY DISEASE, OR CANCER. PREEXISTING COMORBIDITIES RELATED TO ADVERSE OUTCOMES WERE DEMENTIA, CARDIOVASCULAR AND RENAL DISEASES, AND CANCERS.",10,1,0.1
"685","38229871","EFFECT SIZE","NOT REPORTED",10,2,0.2
"686","38229871","LOWER CONFIDENCE INTERVAL","NOT REPORTED",10,2,0.2
"687","38229871","UPPER CONFIDENCE INTERVAL","NOT REPORTED",10,2,0.2
"688","38229871","P-VALUE","NOT REPORTED",10,2,0.2
"689","31617930","COVARIATE DEFINITIONS IN MAINTEXT","N",10,1,0.1
"690","31617930","MAJOR RESULTS","OFFSPRING DIAGNOSED WITH SYMPTOMATIC AD A MEAN OF 6.1 YEARS EARLIER THAN THEIR PARENTS; ADJUSTED R2 FOR ACQUIRED AND HERITABLE FACTORS FOR INTERGENERATIONAL DIFFERENCE IN AAO OF AD WAS 0.29; VARIOUS FACTORS ASSOCIATED WITH EARLIER OR LATER-THAN-EXPECTED INTERGENERATIONAL AAO OF AD.",10,1,0.1
"691","31617930","LOWER CONFIDENCE INTERVAL","-13.79 TO 2.11",10,1,0.1
"692","31617930","UPPER CONFIDENCE INTERVAL","-1.75 TO 27.59",10,1,0.1
"693","31617930","P-VALUE","<.001",10,2,0.2
"694","29574441","MAJOR RESULTS","DIET AND INSULIN SENSITIVITY INFLUENCED BRAIN CORTICAL THICKNESS IN MIDDLE-AGED ADULTS, WITH ASSOCIATIONS BETWEEN LIFESTYLE FACTORS AND BRAIN STRUCTURES, AS WELL AS COGNITIVE PERFORMANCE.",10,1,0.1
"695","29574441","LOWER CONFIDENCE INTERVAL","0.029",10,1,0.1
"696","29574441","UPPER CONFIDENCE INTERVAL","0.559",10,2,0.2
"697","29574441","P-VALUE","< 0.001",10,1,0.1
"698","37203319","MAJOR RESULTS","AGE, CHRONIC OBSTRUCTIVE PULMONARY DISEASE, WAVES 2 AND 3 WERE SIGNIFICANTLY ASSOCIATED WITH HIGHER COVID-19 MORTALITY. GLUCOCORTICOID TREATMENT WAS A PROTECTIVE FACTOR.",10,1,0.1
"699","30180830","MAJOR RESULTS","INCREASED PHYSICAL FITNESS AT AGE 79 YEARS DID NOT REDUCE THE RISK FOR SUBSEQUENT DEMENTIA. APOE Ε4 CARRIER STATUS REMAINED AN IMPORTANT PREDICTOR FOR DEMENTIA.",10,1,0.1
"700","30180830","EFFECT SIZE","",10,1,0.1
"701","30180830","LOWER CONFIDENCE INTERVAL","",10,1,0.1
"702","30180830","UPPER CONFIDENCE INTERVAL","",10,1,0.1
"703","30180830","P-VALUE","0.001",10,1,0.1
"704","36699985","MAJOR RESULTS","CARE NEED COMBINATIONS FOR DEMENTIA PATIENTS WITH MULTIPLE CHRONIC DISEASES WERE IDENTIFIED USING THE APRIORI ALGORITHM, GENERATING SIX CARE NEED COMBINATION RULES.",10,1,0.1
"705","36699985","EFFECT SIZE","-",10,1,0.1
"706","36699985","LOWER CONFIDENCE INTERVAL","-",10,1,0.1
"707","36699985","UPPER CONFIDENCE INTERVAL","-",10,1,0.1
"708","36699985","P-VALUE","-",10,1,0.1
"709","37711969","MAJOR RESULTS","HIGH SYSTOLIC AND DIASTOLIC SHORT- AND MID-TERM BPV WERE ASSOCIATED WITH POORER COGNITIVE FUNCTIONING, INDEPENDENT OF THE MEAN BP. SHORT-TERM BPV WAS LINKED TO POORER ATTENTION AND PSYCHOMOTOR SPEED, WHILE DAY-TO-DAY BPV WAS NEGATIVELY ASSOCIATED WITH EXECUTIVE FUNCTIONING. CIRCADIAN BP PATTERNS DID NOT SHOW SIGNIFICANT RELATIONSHIPS WITH COGNITION AFTER ADJUSTING FOR COVARIATES. HIGHER SYSTOLIC SHORT-TERM BPV WAS CORRELATED WITH HIGHER ARTERIAL STIFFNESS, AND HIGHER DIASTOLIC DAY-TO-DAY BPV WAS RELATED TO LOWER ARTERIAL STIFFNESS. NO SIGNIFICANT ASSOCIATIONS WERE FOUND BETWEEN BPV MEASURES AND CEREBROVASCULAR PULSATILITY.",10,1,0.1
"710","37711969","EFFECT SIZE","NA",10,1,0.1
"711","37711969","LOWER CONFIDENCE INTERVAL","NA",10,1,0.1
"712","37711969","UPPER CONFIDENCE INTERVAL","NA",10,1,0.1
"713","37711969","P-VALUE","NA",10,1,0.1
"714","35897033","MAJOR RESULTS","COGNITIVE EVALUATION AND FOLLOW-UP SHOULD BE INCORPORATED INTO THE ROUTINE OF T2DM PATIENTS, ESPECIALLY FOR THOSE WITH SPECIFIC RISK FACTORS.",10,2,0.2
"715","35897033","EFFECT SIZE","REFER TO ODDS RATIOS PROVIDED IN THE TEXT FOR EACH RISK FACTOR",10,1,0.1
"716","35897033","LOWER CONFIDENCE INTERVAL","REFER TO 95% CONFIDENCE INTERVALS PROVIDED IN THE TEXT FOR EACH RISK FACTOR",10,1,0.1
"717","35897033","UPPER CONFIDENCE INTERVAL","REFER TO 95% CONFIDENCE INTERVALS PROVIDED IN THE TEXT FOR EACH RISK FACTOR",10,1,0.1
"718","35533660","POPULATION SIZE","21920 FOR PRIMARY ANALYSIS, 12694 FOR SECOND ANALYSIS",10,2,0.2
"719","35533660","MAJOR RESULTS","PSYCHOSOCIAL VARIABLES LIKE DEPRESSION, PERCEIVED SOCIAL STATUS, AND PERSONALITY TRAITS WERE MORE CONSISTENTLY ASSOCIATED WITH SUBJECTIVE COGNITIVE DECLINE COMPARED TO OTHER RISK AND PROTECTIVE FACTORS SUCH AS PHYSICAL ACTIVITY, HYPERTENSION, AND VISION PROBLEMS. GREATER SCD-RELATED WORRY WAS LINKED TO SPECIFIC PERSONALITY TRAITS, DEPRESSION, AGE, GENDER, AND SEXUALITY.",10,1,0.1
"720","35533660","EFFECT SIZE","-",10,2,0.2
"721","35533660","LOWER CONFIDENCE INTERVAL","-",10,2,0.2
"722","35533660","UPPER CONFIDENCE INTERVAL","-",10,2,0.2
"723","35533660","P-VALUE","-",10,2,0.2
"724","34872609","MAJOR RESULTS","HIGHER BODY HEIGHT WAS ASSOCIATED WITH A DECREASED PREVALENCE OF COGNITIVE IMPAIRMENT IN ELDERLY MEN, WITH EACH 1-DM INCREASE IN HEIGHT ASSOCIATED WITH A 37% DECREASE IN COGNITIVE IMPAIRMENT. NO SIGNIFICANT ASSOCIATION WAS FOUND IN ELDERLY WOMEN.",10,1,0.1
"725","34872609","LOWER CONFIDENCE INTERVAL","",10,2,0.2
"726","34872609","UPPER CONFIDENCE INTERVAL","",10,2,0.2
"727","34872609","P-VALUE","",10,2,0.2
"728","38443972","MAJOR RESULTS","PREVALENCE RATES OF CARDIOMETABOLIC DISORDERS: DIABETES. SIGNIFICANT ASSOCIATIONS FOUND BETWEEN VARIOUS FACTORS AND UNTREATED CARDIOMETABOLIC DISORDERS.",10,1,0.1
"729","38443972","P-VALUE","NOT REPORTED",10,1,0.1
"730","37079031","STUDY DESIGN","LINEAR MIXED-EFFECT MODELS",10,1,0.1
"731","37079031","MAJOR RESULTS","MACULAR THICKNESS WAS SIGNIFICANTLY ASSOCIATED WITH MOCA SCORES IN MANIFEST HUNTINGTON'S DISEASE PATIENTS.",10,2,0.2
"732","36265125","MAJOR RESULTS","COVID-19 INFECTION RATE AND SEVERITY WERE SIGNIFICANTLY ASSOCIATED WITH VARIOUS COMORBIDITIES, WITH ODDS RATIOS RANGING FROM 0.73 TO 5.59.",10,1,0.1
"733","37448423","MAJOR RESULTS","MALE PATIENTS WITH HYPERTENSIVE EMERGENCY EXPERIENCED A 39% HIGHER ODDS OF MORTALITY COMPARED TO FEMALE PATIENTS, WITH AGE AND CHARLSON COMORBIDITY INDEX BEING INDEPENDENT PREDICTORS OF MORTALITY.",10,1,0.1
"734","35102219","MAJOR RESULTS","LOSS OF LONGITUDINAL INCREASE IN SYSTOLIC BLOOD PRESSURE AT YEARS 4 TO 6.",10,1,0.1
"735","35102219","EFFECT SIZE","1.22 AND 1.24",10,1,0.1
"736","35102219","LOWER CONFIDENCE INTERVAL","1.02 AND 1.03",10,1,0.1
"737","35102219","UPPER CONFIDENCE INTERVAL","1.45 AND 1.50",10,1,0.1
"738","35102219","P-VALUE","0.03 AND 0.02",10,1,0.1
"739","33839636","MAJOR RESULTS","THE MOST FREQUENT MEDICAL ANTECEDENTS WERE NEUROLOGICAL PATHOLOGY AND HYPERTENSION. THE MAIN REASONS FOR CONSULTATION INCLUDED DETERIORATION IN GENERAL CONDITION, DYSPNEA, DECREASED LEVEL OF CONSCIOUSNESS, AND FEVER. POLYPHARMACY, ESPECIALLY DRUGS LIKE DIURETICS, BENZODIAZEPINES OR HYPNOTICS, WAS HIGHLIGHTED. NEUROLOGICAL DISEASES, HYPERTENSION, POLYPHARMACY, AND URINARY AND RESPIRATORY INFECTIONS WERE IDENTIFIED AS TREATABLE AND PREVENTABLE FACTORS OF DELIRIUM IN PRIMARY CARE PATIENTS.",10,1,0.1
"740","34611033","MAJOR RESULTS","MALE GENDER, STROKE SEVERITY, SEVERITY OF ADL ON FOLLOW-UP, AND MTLA WERE IDENTIFIED AS SIGNIFICANT PREDICTORS OF POOR PARTICIPATION AFTER ACUTE ISCHEMIC STROKE.",10,1,0.1
"741","33126696","MAJOR RESULTS","DEPRESSION, DIABETES MELLITUS, AND OLDER AGE WERE ASSOCIATED WITH AN INCREASED LIKELIHOOD OF DEVELOPING ALZHEIMER'S DISEASE. TREATED DYSLIPIDEMIA WAS ASSOCIATED WITH A REDUCED RISK OF ALZHEIMER'S DISEASE.",10,1,0.1
"742","33126696","EFFECT SIZE","12.9",10,1,0.1
"743","33126696","LOWER CONFIDENCE INTERVAL","4.3",10,1,0.1
"744","33126696","UPPER CONFIDENCE INTERVAL","39.9",10,1,0.1
"745","36092174","POPULATION SIZE","NOT SPECIFIED IN THE STUDY TEXT",10,1,0.1
"746","36092174","COVARIATE DEFINITIONS IN MAINTEXT","Y",10,2,0.2
"747","36092174","EFFECT SIZE","NOT APPLICABLE FOR THIS STUDY",10,1,0.1
"748","36092174","LOWER CONFIDENCE INTERVAL","NOT APPLICABLE FOR THIS STUDY",10,1,0.1
"749","36092174","UPPER CONFIDENCE INTERVAL","NOT APPLICABLE FOR THIS STUDY",10,1,0.1
"750","36092174","P-VALUE","NOT APPLICABLE FOR THIS STUDY",10,1,0.1
"751","33798213","MAJOR RESULTS","HIGH VISIT-TO-VISIT BLOOD PRESSURE VARIABILITY IS PRESENT IN ONE SIXTH OF NON-HYPERTENSIVE ADULTS AND ONE THIRD OF HYPERTENSIVE INDIVIDUALS, MORE COMMON IN OLDER INDIVIDUALS AND THOSE WITH COMORBIDITIES. BPV VARIES ACROSS ANTIHYPERTENSIVE TREATMENT REGIMENS.",10,1,0.1
"752","33798213","EFFECT SIZE","N/A",10,1,0.1
"753","33798213","LOWER CONFIDENCE INTERVAL","N/A",10,1,0.1
"754","33798213","UPPER CONFIDENCE INTERVAL","N/A",10,1,0.1
"755","33798213","P-VALUE","P<0.001",10,1,0.1
"756","31444142","POPULATION SIZE","502 INDIVIDUALS ASSESSED AS PART OF INSIGHT 46",10,1,0.1
"757","31444142","MAJOR RESULTS","HIGHER BLOOD PRESSURE IN MIDLIFE ASSOCIATED WITH GREATER CEREBRAL SMALL VESSEL DISEASE BURDEN AND SMALLER BRAIN VOLUMES AT AROUND 70 YEARS OF AGE. NO EVIDENCE OF BLOOD PRESSURE AFFECTING AMYLOID STATUS OR COGNITION IN LATE LIFE.",10,1,0.1
"758","31444142","EFFECT SIZE","0.07 TO 0.15 INCREASE IN MEAN WMHV PER 10 MM HG GREATER SBP AT 53 YEARS OF AGE",10,1,0.1
"759","31444142","LOWER CONFIDENCE INTERVAL","0.60",10,1,0.1
"760","31444142","UPPER CONFIDENCE INTERVAL","0.90",10,1,0.1
"761","31444142","P-VALUE","0.02",10,1,0.1
"762","33067992","MAJOR RESULTS","METABOLIC SYNDROME WAS ASSOCIATED WITH LOWER COGNITIVE FUNCTIONING, WITH METS SEVERITY EMERGING AS A BETTER PREDICTOR THAN MOST METS COMPONENTS.",10,1,0.1
"763","33767305","MAJOR RESULTS","LSFG PULSE WAVEFORM PARAMETERS CORRELATED WITH SYSTEMIC AND OCULAR FACTORS, INFLUENCING ONH CIRCULATION CHARACTERIZATION.",10,1,0.1
"764","33767305","P-VALUE","P < 0.05",10,1,0.1
"765","36389342","MAJOR RESULTS","PACE WAS ASSOCIATED WITH GMV IN SPECIFIC BRAIN REGIONS, WHILE RHYTHM WAS ASSOCIATED WITH OTHER BRAIN REGIONS. GMV PATTERN ASSOCIATED WITH PACE WAS LESS EXPRESSED IN PARTICIPANTS WITH VASCULAR DISEASE.",10,1,0.1
"766","30368247","MAJOR RESULTS","INDIVIDUALS WITH HIGHER VARIABILITY IN METABOLIC PARAMETERS WERE AT A HIGHER RISK OF FUTURE DEMENTIA, SHOWING A DOSE-RESPONSE RELATIONSHIP WITH THE NUMBER OF PARAMETERS WITH HIGH VARIABILITY.",10,1,0.1
"767","30368247","P-VALUE","P < 0.001",10,1,0.1
"768","37441712","MAJOR RESULTS","PATIENTS WITH LOWER SEVERITY GRADES TENDED TO BE YOUNGER WITH LOWER PREVALENCE OF HYPERTENSION AND DIABETES, WHILE HIGHER SEVERITY GRADES WERE ASSOCIATED WITH INCREASED VASCULAR RISK FACTORS.",10,1,0.1
"769","37441712","EFFECT SIZE","NOT PROVIDED",10,1,0.1
"770","37441712","LOWER CONFIDENCE INTERVAL","NOT PROVIDED",10,1,0.1
"771","37441712","UPPER CONFIDENCE INTERVAL","NOT PROVIDED",10,1,0.1
"772","37441712","P-VALUE","<0.05",10,1,0.1
"773","33655975","STUDY DESIGN","CROSS-SECTIONAL STUDY",10,1,0.1
"774","33655975","MAJOR RESULTS","BMI, FMI, AND TFMI SHOWED POSITIVE LINEAR CORRELATIONS WITH COGNITIVE FUNCTIONS IN MALES, PERSISTING EVEN AFTER ADJUSTING FOR CONFOUNDERS. FFMI DID NOT SHOW SIGNIFICANT CORRELATIONS. SIGNIFICANT RESULTS WERE OBSERVED ONLY IN MEN.",10,1,0.1
"775","37830725","MAJOR RESULTS","FUNCTIONAL AND NEUROMUSCULAR ABILITY APPEARS TO BE ASSOCIATED WITH QUALITY OF LIFE AT A SIGNIFICANCE LEVEL OF P ≤ 0.05.",10,1,0.1
"776","37698858","STUDY DESIGN","LONGITUDINAL COHORT STUDY",10,1,0.1
"777","37698858","MAJOR RESULTS","INDIVIDUALS WITH UNTREATED HYPERTENSION HAD A 42% INCREASED RISK OF DEMENTIA COMPARED WITH HEALTHY CONTROLS. INDIVIDUALS WITH TREATED HYPERTENSION HAD NO SIGNIFICANT INCREASED DEMENTIA RISK COMPARED WITH HEALTHY CONTROLS.",10,1,0.1
